# Sweep from 15814.795Hz to 15839.171Hz step 0.24376000000000203Hz delay 0.9s
# Excitation 0.000663Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
4435.18 15814.795 0.73851152 -0.31709124
4436.10 15815.039 0.74070488 -0.32619769
4437.01 15815.283 0.74584773 -0.32493278
4437.93 15815.526 0.73557084 -0.32357752
4438.84 15815.770 0.73961559 -0.3234002
4439.76 15816.014 0.73584226 -0.31634909
4440.68 15816.258 0.74457097 -0.32165937
4441.59 15816.501 0.7397748 -0.32745174
4442.51 15816.745 0.7376936 -0.32363729
4443.43 15816.989 0.73751681 -0.32478073
4444.35 15817.233 0.74119657 -0.3283381
4445.26 15817.476 0.73699323 -0.32525804
4446.17 15817.720 0.7442718 -0.32227021
4447.09 15817.964 0.74421695 -0.32367083
4448.01 15818.208 0.7388503 -0.32616862
4448.92 15818.451 0.73706076 -0.32778235
4449.84 15818.695 0.74634067 -0.32960321
4450.75 15818.939 0.74023558 -0.32450387
4451.67 15819.183 0.74203746 -0.32867456
4452.58 15819.426 0.73957295 -0.32809515
4453.50 15819.670 0.74247936 -0.33402969
4454.42 15819.914 0.74288158 -0.32817957
4455.33 15820.158 0.7476994 -0.33458667
4456.24 15820.401 0.74405523 -0.33600207
4457.16 15820.645 0.74294826 -0.33456567
4458.07 15820.889 0.74777455 -0.3358434
4458.99 15821.133 0.74888908 -0.33498199
4459.91 15821.377 0.74810492 -0.33729816
4460.83 15821.620 0.74861867 -0.33539104
4461.74 15821.864 0.75979682 -0.33628683
4462.66 15822.108 0.75389033 -0.33963059
4463.58 15822.352 0.75553896 -0.33633486
4464.50 15822.595 0.75365563 -0.34249226
4465.41 15822.839 0.75835618 -0.34679186
4466.33 15823.083 0.75911481 -0.34519704
4467.24 15823.327 0.7649208 -0.34832405
4468.16 15823.570 0.76517517 -0.35025658
4469.07 15823.814 0.76994854 -0.34608024
4469.99 15824.058 0.77049708 -0.34628337
4470.90 15824.302 0.78457572 -0.34885386
4471.82 15824.545 0.78197178 -0.35123855
4472.73 15824.789 0.78382539 -0.35135318
4473.65 15825.033 0.78856493 -0.34959007
4474.57 15825.277 0.78882573 -0.3442855
4475.48 15825.520 0.798869 -0.34918276
4476.40 15825.764 0.81037888 -0.34408092
4477.32 15826.008 0.81562223 -0.34007368
4478.23 15826.252 0.82836232 -0.3353411
4479.15 15826.495 0.83091834 -0.32237546
4480.06 15826.739 0.83472008 -0.3143636
4480.98 15826.983 0.83782874 -0.30294942
4481.90 15827.227 0.8399287 -0.28869695
4482.81 15827.471 0.83406331 -0.27582922
4483.73 15827.714 0.8230578 -0.27662696
4484.65 15827.958 0.81547972 -0.26432625
4485.56 15828.202 0.80847616 -0.25995485
4486.47 15828.446 0.8062583 -0.25016604
4487.39 15828.689 0.78938575 -0.24859978
4488.30 15828.933 0.78837905 -0.25265953
4489.22 15829.177 0.78202692 -0.25089017
4490.14 15829.421 0.76951954 -0.25035291
4491.06 15829.664 0.76693891 -0.25458664
4491.97 15829.908 0.7661497 -0.25836167
4492.88 15830.152 0.76470013 -0.2583952
4493.80 15830.396 0.75797641 -0.25503897
4494.72 15830.639 0.75814995 -0.25894764
4495.63 15830.883 0.75427857 -0.26034238
4496.55 15831.127 0.75026509 -0.26198273
4497.46 15831.371 0.7523978 -0.26476062
4498.38 15831.614 0.74936435 -0.26700388
4499.30 15831.858 0.74723789 -0.27498373
4500.21 15832.102 0.7469132 -0.2671508
4501.12 15832.346 0.74508563 -0.27438992
4502.04 15832.589 0.74603918 -0.27145185
4502.95 15832.833 0.74316978 -0.27418395
4503.87 15833.077 0.75114377 -0.26933043
4504.78 15833.321 0.74352357 -0.27306365
4505.70 15833.565 0.74129656 -0.27780655
4506.61 15833.808 0.74149716 -0.26789886
4507.52 15834.052 0.74149983 -0.27822472
4508.44 15834.296 0.73837987 -0.2774708
4509.36 15834.540 0.74152598 -0.27648667
4510.27 15834.783 0.73723379 -0.27897389
4511.19 15835.027 0.73798418 -0.28097506
4512.11 15835.271 0.74303802 -0.27790006
4513.03 15835.515 0.74252478 -0.2782609
4513.94 15835.758 0.74214955 -0.27939103
4514.85 15836.002 0.74236891 -0.27997098
4515.77 15836.246 0.73397695 -0.27632439
4516.68 15836.490 0.73523506 -0.28583676
4517.60 15836.733 0.74331149 -0.28232753
4518.51 15836.977 0.73844467 -0.28074348
4519.43 15837.221 0.73520869 -0.28682553
4520.34 15837.465 0.73793927 -0.28413095
4521.26 15837.708 0.73799742 -0.28478283
4522.17 15837.952 0.74439419 -0.29091677
4523.08 15838.196 0.74054356 -0.28273368
4524.00 15838.440 0.74493755 -0.28254166
4524.91 15838.683 0.73764119 -0.28335577
4525.83 15838.927 0.73433216 -0.28310225
4526.75 15839.171 0.73791063 -0.28839065
