# Sweep from 15838.622Hz to 15815.383Hz step -0.19365833333332982Hz delay 0.9s
# Excitation 0.000553Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
32421.75 15838.622 0.61721607 -0.2793399
32422.66 15838.428 0.618488 -0.27776852
32423.58 15838.235 0.61602282 -0.28613755
32424.50 15838.041 0.61541289 -0.28443796
32425.41 15837.847 0.62058103 -0.28417369
32426.33 15837.654 0.61615714 -0.27979695
32427.25 15837.460 0.61827245 -0.28559745
32428.16 15837.266 0.61672438 -0.27967559
32429.08 15837.073 0.62071769 -0.28583798
32430.00 15836.879 0.61886982 -0.28296574
32430.91 15836.685 0.62305185 -0.28214779
32431.83 15836.492 0.61743606 -0.28357462
32432.75 15836.298 0.61949868 -0.27934334
32433.67 15836.104 0.62189088 -0.28013454
32434.59 15835.911 0.61902512 -0.28092282
32435.50 15835.717 0.61505796 -0.28082997
32436.42 15835.523 0.61777052 -0.28261061
32437.34 15835.330 0.62084297 -0.28015603
32438.25 15835.136 0.61674297 -0.27987227
32439.17 15834.942 0.6245408 -0.27762107
32440.09 15834.749 0.61924919 -0.27653522
32441.00 15834.555 0.6201422 -0.2795403
32441.92 15834.362 0.61948896 -0.28069769
32442.83 15834.168 0.6188921 -0.27754947
32443.75 15833.974 0.62050651 -0.27604148
32444.66 15833.781 0.62327939 -0.27953755
32445.58 15833.587 0.61976868 -0.27919359
32446.49 15833.393 0.62009548 -0.2766084
32447.41 15833.200 0.61873254 -0.27821534
32448.32 15833.006 0.62021286 -0.27749039
32449.24 15832.812 0.619189 -0.27324759
32450.16 15832.619 0.6326253 -0.27389711
32451.07 15832.425 0.62255361 -0.27453294
32451.99 15832.231 0.62157653 -0.27870902
32452.91 15832.038 0.63454456 -0.27558676
32453.82 15831.844 0.62713997 -0.27512581
32454.73 15831.650 0.6215285 -0.26672828
32455.65 15831.457 0.62798796 -0.27413489
32456.57 15831.263 0.62269754 -0.27075558
32457.48 15831.069 0.63339473 -0.27157338
32458.40 15830.876 0.62971179 -0.26927088
32459.32 15830.682 0.62860005 -0.26476715
32460.24 15830.488 0.63152254 -0.26055545
32461.15 15830.295 0.63563903 -0.26260454
32462.07 15830.101 0.63789787 -0.26387136
32462.98 15829.907 0.63751406 -0.2620387
32463.90 15829.714 0.63813599 -0.26301888
32464.82 15829.520 0.64036027 -0.26508701
32465.74 15829.326 0.64651169 -0.26448791
32466.65 15829.133 0.65088273 -0.26335385
32467.57 15828.939 0.65599806 -0.26708187
32468.49 15828.745 0.65808797 -0.25964272
32469.40 15828.552 0.66590286 -0.25706606
32470.32 15828.358 0.66640087 -0.25858216
32471.24 15828.164 0.67085165 -0.26164912
32472.15 15827.971 0.67481085 -0.26852405
32473.07 15827.777 0.68183994 -0.27188642
32473.99 15827.583 0.68961941 -0.26972953
