# Sweep from 32354.296Hz to 32354.522Hz step 0.005650000000059663Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
30643.89 32354.296 0.0791265 -1.72259
30663.93 32354.302 0.121873 -1.78989
30683.96 32354.307 0.124602 -1.86174
30703.99 32354.313 0.141882 -1.9236
30724.02 32354.319 0.172805 -2.03546
30744.06 32354.324 0.192814 -2.15734
30764.09 32354.330 0.238289 -2.27557
30784.12 32354.336 0.323782 -2.43655
30804.15 32354.341 0.379261 -2.58389
30824.18 32354.347 0.461116 -2.73668
30844.21 32354.353 0.571166 -2.93768
30864.24 32354.358 0.7085 -3.16051
30884.28 32354.364 0.907679 -3.45064
30904.31 32354.369 1.18781 -3.78444
30924.34 32354.375 1.78989 -4.21554
30944.37 32354.381 2.66392 -4.59298
30964.40 32354.386 4.32195 -4.57752
30984.43 32354.392 6.2519 -3.06228
31004.46 32354.398 6.88945 -1.27876
31024.50 32354.403 6.94857 0.0536604
31044.53 32354.409 6.75303 1.11687
31064.56 32354.415 6.35831 1.99181
31084.59 32354.420 5.79078 2.60935
31104.62 32354.426 5.18233 3.01226
31124.65 32354.432 4.55023 3.24509
31144.69 32354.437 3.95997 3.29511
31164.72 32354.443 3.40607 3.28875
31184.75 32354.449 2.92222 3.18779
31204.78 32354.454 2.52022 3.05592
31224.81 32354.460 2.16643 2.92131
31244.85 32354.465 1.88358 2.74396
31264.88 32354.471 1.63437 2.55842
31284.91 32354.477 1.40336 2.3938
31304.94 32354.482 1.26784 2.22919
31324.97 32354.488 1.13597 2.11368
31345.01 32354.494 1.0432 1.95725
31365.04 32354.499 0.930417 1.87175
31385.07 32354.505 0.842196 1.74806
31405.10 32354.511 0.788535 1.67257
31425.14 32354.516 0.736694 1.57343
31445.17 32354.522 0.678487 1.50613
