# Sweep from 32354.298Hz to 32354.523Hz step 0.00562500000005457Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
1074.49 32354.298 0.0873119 -1.69258
1094.52 32354.304 0.112778 -1.75988
1114.55 32354.309 0.120054 -1.82354
1134.58 32354.315 0.154615 -1.90268
1154.62 32354.320 0.167348 -2.00727
1174.65 32354.326 0.196452 -2.10731
1194.69 32354.332 0.231922 -2.2401
1214.72 32354.337 0.292859 -2.37289
1234.75 32354.343 0.352886 -2.52022
1254.78 32354.349 0.452021 -2.67393
1274.82 32354.354 0.54661 -2.86401
1294.85 32354.360 0.652111 -3.06592
1314.88 32354.365 0.837648 -3.33786
1334.91 32354.371 1.0914 -3.67619
1354.94 32354.377 1.51704 -4.04182
1375.00 32354.382 2.27921 -4.44928
1395.03 32354.388 3.61707 -4.66665
1415.07 32354.394 5.56977 -3.84719
1435.10 32354.399 6.703 -1.96725
1455.13 32354.405 6.96858 -0.467484
1475.16 32354.410 6.84216 0.716685
1495.19 32354.416 6.50746 1.65983
1515.22 32354.422 6.03725 2.35651
1535.25 32354.427 5.41789 2.80944
1555.29 32354.433 4.86401 3.13231
1575.32 32354.439 4.27374 3.25055
1595.35 32354.444 3.71075 3.26601
1615.38 32354.450 3.22508 3.22781
1635.41 32354.456 2.79034 3.11776
1655.44 32354.461 2.42109 3.00589
1675.47 32354.467 2.09822 2.83855
1695.50 32354.472 1.82172 2.68848
1715.54 32354.478 1.58344 2.53205
1735.57 32354.484 1.40609 2.37652
1755.60 32354.489 1.25238 2.22191
1775.63 32354.495 1.12869 2.09003
1795.66 32354.501 1.01955 1.95907
1815.70 32354.506 0.923141 1.84082
1835.73 32354.512 0.848562 1.73987
1855.76 32354.517 0.771255 1.65711
1875.79 32354.523 0.721233 1.57889
