# Sweep from 32354.524Hz to 32354.300Hz step -0.005600000000049477Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
1895.90 32354.524 0.705771 1.55979
1915.93 32354.518 0.751246 1.63619
1935.96 32354.513 0.820368 1.72168
1955.99 32354.507 0.903132 1.83173
1976.03 32354.502 1.00045 1.94088
1996.06 32354.496 1.10141 2.04638
2016.09 32354.490 1.21145 2.17189
2036.12 32354.485 1.35879 2.29103
2056.15 32354.479 1.52614 2.45383
2076.18 32354.474 1.7044 2.58571
2096.21 32354.468 1.94724 2.73577
2116.24 32354.462 2.19008 2.92495
2136.27 32354.457 2.53841 3.06774
2156.30 32354.451 2.90312 3.18234
2176.34 32354.446 3.35241 3.31148
2196.37 32354.440 3.88812 3.34514
2216.40 32354.434 4.42836 3.29784
2236.43 32354.429 5.01771 3.13049
2256.47 32354.423 5.58524 2.81308
2276.50 32354.418 6.12002 2.27011
2296.53 32354.412 6.56567 1.56707
2316.56 32354.406 6.85944 0.663025
2336.59 32354.401 6.97131 -0.455659
2356.62 32354.395 6.75212 -1.77079
2376.65 32354.390 6.05181 -3.36605
2396.68 32354.384 4.36197 -4.70666
2416.71 32354.378 2.20372 -4.57206
2436.75 32354.373 1.52432 -3.99999
2456.78 32354.367 1.12505 -3.59798
2476.81 32354.362 0.875847 -3.36787
2496.84 32354.356 0.658478 -3.09502
2516.87 32354.350 0.530239 -2.86219
2536.90 32354.345 0.413822 -2.6712
2556.94 32354.339 0.354705 -2.4702
2576.97 32354.334 0.298316 -2.33014
2597.00 32354.328 0.239199 -2.22464
2617.03 32354.322 0.19918 -2.11186
2637.06 32354.317 0.179171 -2.01
2657.09 32354.311 0.136425 -1.91268
2677.13 32354.306 0.0973164 -1.81445
2697.18 32354.300 0.0936784 -1.74169
