# Sweep from 32354.510Hz to 32354.270Hz step -0.005999999999949069Hz delay 18s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
36309.50 32354.510 0.692129 1.24692
36327.54 32354.504 0.722142 1.32696
36345.57 32354.498 0.793992 1.38699
36363.60 32354.492 0.865843 1.46247
36381.63 32354.486 0.942244 1.52978
36399.66 32354.480 1.03319 1.61436
36417.69 32354.474 1.12869 1.69349
36435.72 32354.468 1.25147 1.78353
36453.75 32354.462 1.37243 1.87175
36471.79 32354.456 1.53342 1.9436
36489.82 32354.450 1.73532 2.04547
36507.85 32354.444 1.95543 2.13824
36525.88 32354.438 2.22191 2.24829
36543.91 32354.432 2.53569 2.31286
36561.94 32354.426 2.89766 2.35015
36579.97 32354.420 3.3133 2.33196
36598.00 32354.414 3.76988 2.24647
36616.04 32354.408 4.25646 2.04001
36634.07 32354.402 4.75669 1.71259
36652.10 32354.396 5.2087 1.26057
36670.13 32354.390 5.61707 0.603908
36688.16 32354.384 5.85354 -0.233742
36706.19 32354.378 5.80351 -1.23146
36724.22 32354.372 5.37241 -2.26375
36742.25 32354.366 4.51567 -3.14323
36760.28 32354.360 3.48429 -3.53067
36778.31 32354.354 2.60935 -3.52249
36796.35 32354.348 1.97089 -3.3706
36814.38 32354.342 1.60708 -3.17597
36832.41 32354.336 1.29513 -2.9968
36850.44 32354.330 1.06593 -2.81126
36868.47 32354.324 0.880394 -2.66029
36886.51 32354.318 0.735785 -2.51022
36904.54 32354.312 0.625736 -2.34105
36922.57 32354.306 0.533877 -2.22282
36940.61 32354.300 0.464754 -2.10549
36958.64 32354.294 0.390175 -1.99636
36976.67 32354.288 0.340153 -1.91359
36994.70 32354.282 0.306501 -1.81536
37012.74 32354.276 0.249203 -1.76079
37030.77 32354.270 0.210094 -1.6753
