# Sweep from 32354.523Hz to 32354.301Hz step -0.00555000000003929Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
16680.60 32354.523 0.717595 1.58253
16700.63 32354.517 0.76307 1.66984
16720.66 32354.512 0.828553 1.77534
16740.70 32354.506 0.929507 1.88449
16760.73 32354.501 0.995904 1.96634
16780.76 32354.495 1.11596 2.0864
16800.80 32354.490 1.26239 2.23191
16820.83 32354.484 1.40063 2.36015
16840.86 32354.479 1.57161 2.48657
16860.89 32354.473 1.80444 2.63846
16880.93 32354.467 2.05638 2.81035
16900.96 32354.462 2.3356 2.99589
16920.99 32354.456 2.71304 3.16233
16941.02 32354.451 3.13049 3.25873
16961.05 32354.445 3.65073 3.33877
16981.08 32354.440 4.25283 3.33422
17001.11 32354.434 4.83763 3.21235
17021.15 32354.429 5.38788 2.96224
17041.18 32354.423 5.97086 2.46474
17061.21 32354.418 6.44562 1.82445
17081.24 32354.412 6.81578 0.914955
17101.27 32354.406 6.97949 -0.192814
17121.30 32354.401 6.8658 -1.46066
17141.33 32354.395 6.38832 -2.84219
17161.37 32354.390 5.09411 -4.36833
17181.40 32354.384 2.77943 -4.85582
17201.43 32354.379 1.67712 -4.12186
17221.46 32354.373 1.21964 -3.75988
17241.49 32354.368 0.935877 -3.45791
17261.52 32354.362 0.701224 -3.18597
17281.55 32354.357 0.576623 -2.9486
17301.59 32354.351 0.451111 -2.73396
17321.62 32354.345 0.374714 -2.55478
17341.65 32354.340 0.292859 -2.42473
17361.68 32354.334 0.248294 -2.26557
17381.71 32354.329 0.219189 -2.17007
17401.75 32354.323 0.205547 -2.06366
17421.78 32354.318 0.12733 -1.96998
17441.81 32354.312 0.140973 -1.85356
17461.84 32354.307 0.101864 -1.79262
17481.87 32354.301 0.0918594 -1.71531
