# Sweep from 15815.353Hz to 15838.654Hz step 0.19417500000001078Hz delay 0.9s
# Excitation 0.000874Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
7503.40 15815.353 0.97217469 -0.33045714
7504.32 15815.547 0.97528823 -0.33641768
7505.23 15815.741 0.97461054 -0.33575881
7506.15 15815.936 0.96385429 -0.33481086
7507.07 15816.130 0.97423458 -0.33748111
7507.98 15816.324 0.97575833 -0.33695082
7508.89 15816.518 0.97540419 -0.33228361
7509.81 15816.712 0.97568682 -0.34048026
7510.72 15816.906 0.97862221 -0.33528997
7511.64 15817.101 0.97634768 -0.33774592
7512.56 15817.295 0.97525958 -0.34540187
7513.47 15817.489 0.97961754 -0.33845913
7514.39 15817.683 0.97973384 -0.33285139
7515.30 15817.877 0.97398572 -0.34038513
7516.22 15818.071 0.97594943 -0.34434805
7517.14 15818.266 0.97945065 -0.3409354
7518.06 15818.460 0.97829411 -0.34230916
7518.98 15818.654 0.97834425 -0.34233054
7519.90 15818.848 0.97778866 -0.33872257
7520.81 15819.042 0.97509007 -0.34315337
7521.73 15819.236 0.97796169 -0.33980137
7522.65 15819.431 0.9829929 -0.34822648
7523.56 15819.625 0.97842246 -0.34281592
7524.48 15819.819 0.98351848 -0.34291193
7525.40 15820.013 0.98023361 -0.34598548
7526.32 15820.207 0.98847545 -0.346863
7527.24 15820.402 0.98492069 -0.34148118
7528.15 15820.596 0.98172234 -0.35288329
7529.07 15820.790 0.98447856 -0.34906583
7529.99 15820.984 0.98102601 -0.34632902
7530.90 15821.178 0.98288797 -0.35018283
7531.82 15821.372 0.98713417 -0.35261158
7532.73 15821.567 0.98947407 -0.35444845
7533.65 15821.761 0.98868156 -0.35207887
7534.56 15821.955 0.98892201 -0.35689857
7535.48 15822.149 0.99039357 -0.36111311
7536.40 15822.343 0.99412944 -0.3554095
7537.31 15822.537 0.9950121 -0.35790671
7538.23 15822.732 0.99857232 -0.35793889
7539.15 15822.926 0.99921238 -0.35713606
7540.06 15823.120 1.0076282 -0.35981847
7540.98 15823.314 0.99932311 -0.36607818
7541.90 15823.508 1.00088 -0.3636998
7542.81 15823.703 1.0047079 -0.37171992
7543.73 15823.897 1.0142504 -0.36946608
7544.65 15824.091 1.0117178 -0.36940949
7545.56 15824.285 1.025219 -0.37287299
7546.48 15824.479 1.0240856 -0.3807906
7547.39 15824.673 1.0248848 -0.37209242
7548.31 15824.868 1.0350851 -0.37579898
7549.23 15825.062 1.0413984 -0.37086019
7550.15 15825.256 1.0489758 -0.37666251
7551.06 15825.450 1.0586876 -0.37872456
7551.98 15825.644 1.0637875 -0.37580435
7552.90 15825.838 1.0703016 -0.37098033
7553.82 15826.033 1.0814651 -0.36459267
7554.73 15826.227 1.0883077 -0.35555522
7555.65 15826.421 1.1042205 -0.33747838
7556.57 15826.615 1.1033006 -0.33076444
7557.49 15826.809 1.1135306 -0.31540876
7558.41 15827.003 1.1051251 -0.30107674
7559.32 15827.198 1.1101559 -0.28912865
7560.24 15827.392 1.0984467 -0.27721285
7561.16 15827.586 1.09424 -0.26343531
7562.07 15827.780 1.0820606 -0.25892828
7562.99 15827.974 1.0757745 -0.24869641
7563.90 15828.169 1.0737851 -0.24552924
7564.82 15828.363 1.0620902 -0.24974747
7565.73 15828.557 1.0564444 -0.23788914
7566.65 15828.751 1.0537608 -0.23630042
7567.56 15828.945 1.0482427 -0.24313459
7568.48 15829.139 1.0418162 -0.23948297
7569.40 15829.334 1.0358013 -0.23257839
7570.31 15829.528 1.0307697 -0.24664448
7571.23 15829.722 1.0189325 -0.24258438
7572.14 15829.916 1.0129122 -0.2416395
7573.06 15830.110 1.0091049 -0.24509885
7573.98 15830.304 1.0115424 -0.25032557
7574.89 15830.499 1.0062437 -0.2502743
7575.81 15830.693 1.0000808 -0.2490867
7576.72 15830.887 0.99963222 -0.2543114
7577.64 15831.081 1.0016931 -0.26056617
