# Sweep from 32354.543Hz to 32354.232Hz step -0.007775000000037835Hz delay 14s
# Excitation 0.010000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
42790.24 32354.543 0.178262 0.178262
42804.30 32354.535 0.178262 0.189176
42818.33 32354.527 0.19918 0.209185
42832.37 32354.520 0.205547 0.219189
42846.40 32354.512 0.202818 0.234651
42860.43 32354.504 0.222827 0.262846
42874.47 32354.496 0.247384 0.268303
42888.50 32354.489 0.25557 0.29195
42902.53 32354.481 0.276488 0.317415
42916.56 32354.473 0.30923 0.333786
42930.60 32354.465 0.341972 0.331967
42944.63 32354.457 0.378352 0.375623
42958.66 32354.450 0.436559 0.418369
42972.69 32354.442 0.51023 0.431102
42986.72 32354.434 0.581171 0.446564
43000.75 32354.426 0.685763 0.469303
43014.79 32354.419 0.81582 0.459297
43028.82 32354.411 0.964071 0.402908
43042.85 32354.403 1.10777 0.296497
43056.88 32354.395 1.21691 0.114597
43070.91 32354.388 1.2642 -0.0973164
43084.95 32354.380 1.24511 -0.331058
43098.98 32354.372 1.11869 -0.51114
43113.01 32354.364 0.968619 -0.641197
43127.04 32354.356 0.810363 -0.668482
43141.08 32354.349 0.705771 -0.685763
43155.11 32354.341 0.583899 -0.693039
43169.14 32354.333 0.502045 -0.656659
43183.18 32354.325 0.451111 -0.639378
43197.21 32354.318 0.380171 -0.622098
43211.24 32354.310 0.341062 -0.576623
43225.30 32354.302 0.298316 -0.5457
43239.33 32354.294 0.281945 -0.5457
43253.37 32354.286 0.234651 -0.504773
43267.40 32354.279 0.229194 -0.472031
43281.43 32354.271 0.20009 -0.447473
43295.46 32354.263 0.191904 -0.444745
43309.50 32354.255 0.184628 -0.408365
43323.53 32354.248 0.184628 -0.401998
43337.57 32354.240 0.169167 -0.38199
43351.60 32354.232 0.160072 -0.377442
