# Sweep from 32354.522Hz to 32354.298Hz step -0.005600000000049477Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
253.08 32354.522 0.700314 1.56343
273.11 32354.516 0.76216 1.6471
293.14 32354.511 0.835829 1.75715
313.18 32354.505 0.903132 1.84901
333.21 32354.500 1.01864 1.96361
353.25 32354.494 1.11778 2.09185
373.28 32354.488 1.26511 2.22828
393.31 32354.483 1.427 2.33833
413.34 32354.477 1.59435 2.50112
433.37 32354.472 1.79353 2.66574
453.40 32354.466 2.06002 2.84582
473.43 32354.460 2.36925 3.00589
493.46 32354.455 2.73486 3.15232
513.50 32354.449 3.20053 3.24964
533.53 32354.444 3.67801 3.3224
553.56 32354.438 4.25192 3.30421
573.61 32354.432 4.81944 3.18779
593.65 32354.427 5.43699 2.89766
613.68 32354.421 6.01088 2.3838
633.71 32354.416 6.48473 1.72714
653.74 32354.410 6.81851 0.812182
673.77 32354.404 6.94038 -0.340153
693.80 32354.399 6.79123 -1.66529
713.84 32354.393 6.15367 -3.20053
733.87 32354.388 4.5184 -4.653
753.90 32354.382 2.24647 -4.58934
773.93 32354.376 1.51523 -3.98271
793.96 32354.371 1.13142 -3.64618
813.99 32354.365 0.874937 -3.36696
834.02 32354.360 0.667573 -3.09866
854.06 32354.354 0.533877 -2.8913
874.09 32354.348 0.426555 -2.66301
894.12 32354.343 0.351976 -2.48748
914.16 32354.337 0.311049 -2.36925
934.19 32354.332 0.261027 -2.23464
954.22 32354.326 0.221918 -2.12459
974.25 32354.320 0.179171 -2.03092
994.29 32354.315 0.140063 -1.93815
1014.32 32354.309 0.104592 -1.8481
1034.35 32354.304 0.114597 -1.74442
1054.38 32354.298 0.078217 -1.6853
