# Sweep from 32354.521Hz to 32354.298Hz step -0.005575000000044383Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
3538.62 32354.521 0.695767 1.55524
3558.65 32354.515 0.774893 1.63346
3578.68 32354.510 0.820368 1.73169
3598.71 32354.504 0.90586 1.83355
3618.75 32354.499 0.991356 1.95543
3638.78 32354.493 1.10413 2.06093
3658.81 32354.488 1.21327 2.18189
3678.84 32354.482 1.3879 2.33014
3698.87 32354.476 1.53432 2.45838
3718.90 32354.471 1.73169 2.60117
3738.93 32354.465 1.96725 2.77397
3758.96 32354.460 2.26829 2.96042
3778.99 32354.454 2.60299 3.09593
3799.03 32354.449 3.01772 3.22053
3819.06 32354.443 3.51794 3.30785
3839.09 32354.437 4.02909 3.33422
3859.12 32354.432 4.62845 3.25782
3879.15 32354.426 5.21507 3.03045
3899.18 32354.421 5.81807 2.56388
3919.21 32354.415 6.35649 1.96179
3939.24 32354.410 6.73029 1.1205
3959.28 32354.404 6.9322 0.0518414
3979.31 32354.398 6.89491 -1.23874
3999.34 32354.393 6.4629 -2.64482
4019.37 32354.387 5.34149 -4.16915
4039.41 32354.382 3.06501 -4.89038
4059.44 32354.376 1.71259 -4.14005
4079.47 32354.370 1.24783 -3.75806
4099.50 32354.365 0.956796 -3.4852
4119.53 32354.359 0.72669 -3.18143
4139.56 32354.354 0.557524 -2.95496
4159.59 32354.348 0.45384 -2.72395
4179.63 32354.343 0.366528 -2.56843
4199.66 32354.337 0.310139 -2.41018
4219.69 32354.331 0.267393 -2.27284
4239.72 32354.326 0.23738 -2.15461
4259.75 32354.320 0.190085 -2.06548
4279.79 32354.315 0.144611 -1.9718
4299.82 32354.309 0.110049 -1.88267
4319.85 32354.304 0.117326 -1.80081
4339.88 32354.298 0.0827645 -1.72168
