# Sweep from 15844.269Hz to 15805.679Hz step -0.5512857142857164Hz delay 0.8s
# Excitation 0.002115Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
53699.06 15844.269 2.3008045 -0.30308735
53699.88 15843.718 2.2934657 -0.29483672
53700.69 15843.166 2.2986999 -0.30507451
53701.51 15842.615 2.303171 -0.30150187
53702.33 15842.064 2.3007251 -0.29984406
53703.14 15841.513 2.3000459 -0.301966
53703.95 15840.961 2.3050102 -0.29805045
53704.77 15840.410 2.3012631 -0.29420877
53705.59 15839.859 2.306399 -0.29516488
53706.40 15839.307 2.3114551 -0.29443606
53707.22 15838.756 2.305316 -0.29817829
53708.04 15838.205 2.3021798 -0.29378555
53708.85 15837.654 2.3052853 -0.2889999
53709.67 15837.102 2.3104701 -0.28640719
53710.49 15836.551 2.3130767 -0.28426339
53711.30 15836.000 2.3152325 -0.28047424
53712.12 15835.448 2.3152804 -0.27489565
53712.94 15834.897 2.3154644 -0.27496066
53713.75 15834.346 2.3199182 -0.27487931
53714.56 15833.795 2.3179737 -0.27532693
53715.38 15833.243 2.3307944 -0.27339505
53716.19 15832.692 2.3301743 -0.2693921
53717.01 15832.141 2.3344458 -0.26346811
53717.83 15831.589 2.332991 -0.26068753
53718.64 15831.038 2.3392672 -0.25482345
53719.46 15830.487 2.3535533 -0.24788747
53720.28 15829.936 2.3672319 -0.24388422
53721.10 15829.384 2.3753776 -0.25054248
53721.91 15828.833 2.3847101 -0.24758231
53722.73 15828.282 2.4022027 -0.23865539
53723.54 15827.730 2.4202827 -0.24636483
53724.35 15827.179 2.4400003 -0.24759584
53725.17 15826.628 2.4592496 -0.26182568
53725.99 15826.077 2.4739952 -0.27683356
53726.80 15825.525 2.4937845 -0.29793347
53727.61 15824.974 2.4960079 -0.32781989
53728.43 15824.423 2.5001564 -0.36517795
53729.25 15823.871 2.4803726 -0.39881201
53730.06 15823.320 2.4542624 -0.42424253
53730.88 15822.769 2.4302808 -0.43209292
53731.69 15822.218 2.4046212 -0.43341257
53732.51 15821.666 2.3890022 -0.43854683
53733.32 15821.115 2.3760283 -0.43713362
53734.14 15820.564 2.3629509 -0.43482891
53734.96 15820.012 2.3468049 -0.42285345
53735.77 15819.461 2.341508 -0.4194855
53736.59 15818.910 2.3416258 -0.4160421
53737.40 15818.359 2.3348423 -0.41478577
53738.22 15817.807 2.3318939 -0.41202821
53739.03 15817.256 2.3298292 -0.40605272
53739.84 15816.705 2.3247874 -0.40735108
53740.66 15816.153 2.3185157 -0.400354
53741.48 15815.602 2.3233954 -0.39732814
53742.29 15815.051 2.314393 -0.39608022
53743.11 15814.500 2.3117848 -0.39843479
53743.93 15813.948 2.313629 -0.39008791
53744.74 15813.397 2.3120936 -0.39111663
53745.56 15812.846 2.3068667 -0.38506815
53746.37 15812.294 2.306838 -0.38752987
53747.19 15811.743 2.3066643 -0.38894888
53748.00 15811.192 2.3008115 -0.38286731
53748.82 15810.641 2.3013595 -0.37967183
53749.64 15810.089 2.3061175 -0.383105
53750.45 15809.538 2.3033836 -0.38398076
53751.27 15808.987 2.3042901 -0.37836872
53752.09 15808.435 2.30306 -0.38002761
53752.91 15807.884 2.3050818 -0.3707988
53753.72 15807.333 2.3044527 -0.37421836
53754.54 15806.782 2.3006348 -0.3696185
53755.35 15806.230 2.3008233 -0.37329355
53756.17 15805.679 2.3024077 -0.37302942
