# Sweep from 32354.532Hz to 32354.240Hz step -0.007299999999941065Hz delay 15s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
39017.92 32354.532 0.522054 1.02046
39032.96 32354.525 0.588447 1.06412
39047.99 32354.517 0.613003 1.14051
39063.02 32354.510 0.681215 1.19781
39078.05 32354.503 0.742151 1.27694
39093.09 32354.496 0.835829 1.33787
39108.12 32354.488 0.908589 1.39972
39123.15 32354.481 1.02774 1.48612
39138.18 32354.474 1.11414 1.56707
39153.21 32354.466 1.26511 1.65802
39168.24 32354.459 1.42791 1.74078
39183.28 32354.452 1.63437 1.86357
39198.31 32354.444 1.84901 1.9436
39213.34 32354.437 2.14187 2.05274
39228.37 32354.430 2.50749 2.10731
39243.40 32354.423 2.90221 2.10186
39258.43 32354.415 3.39789 2.01818
39273.46 32354.408 3.91177 1.81354
39288.49 32354.401 4.42017 1.44428
39303.53 32354.393 4.9304 0.871299
39318.56 32354.386 5.26964 0.134606
39333.59 32354.379 5.34877 -0.829463
39348.62 32354.371 5.05227 -1.84264
39363.65 32354.364 4.34741 -2.69848
39378.68 32354.357 3.3706 -3.20689
39393.72 32354.350 2.46111 -3.24145
39408.75 32354.342 1.91177 -3.08502
39423.78 32354.335 1.50249 -2.9013
39438.81 32354.328 1.19235 -2.73032
39453.84 32354.320 0.968619 -2.56297
39468.87 32354.313 0.801268 -2.39108
39483.94 32354.306 0.668482 -2.26466
39498.97 32354.298 0.531148 -2.13187
39514.00 32354.291 0.464754 -1.99272
39529.03 32354.284 0.401998 -1.88903
39544.07 32354.276 0.341062 -1.78444
39559.10 32354.269 0.293769 -1.69985
39574.13 32354.262 0.25466 -1.61618
39589.16 32354.255 0.231013 -1.55251
39604.20 32354.247 0.189176 -1.48066
39619.23 32354.240 0.160072 -1.42428
