# Sweep from 32354.538Hz to 32354.227Hz step -0.007775000000037835Hz delay 14s
# Excitation 0.010000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
45091.89 32354.538 0.171895 0.176443
45105.92 32354.530 0.189176 0.196452
45119.95 32354.522 0.195542 0.201909
45133.99 32354.515 0.205547 0.226465
45148.02 32354.507 0.205547 0.215551
45162.08 32354.499 0.231922 0.251932
45176.12 32354.491 0.241018 0.267393
45190.15 32354.484 0.259208 0.274669
45204.18 32354.476 0.27376 0.30923
45218.22 32354.468 0.307411 0.314687
45232.25 32354.460 0.331967 0.3447
45246.28 32354.452 0.369257 0.384718
45260.31 32354.445 0.423826 0.421098
45274.34 32354.437 0.490221 0.449292
45288.37 32354.429 0.573895 0.47385
45302.41 32354.421 0.682125 0.476579
45316.44 32354.414 0.805816 0.451111
45330.47 32354.406 0.94861 0.39927
45344.50 32354.398 1.10504 0.294678
45358.53 32354.390 1.21691 0.126421
45372.57 32354.382 1.27967 -0.10823
45386.60 32354.375 1.23055 -0.352886
45400.63 32354.367 1.11323 -0.526601
45414.68 32354.359 0.971347 -0.63665
45428.71 32354.351 0.803087 -0.695767
45442.75 32354.344 0.675758 -0.699405
45456.78 32354.336 0.579352 -0.680306
45470.81 32354.328 0.491131 -0.664844
45484.84 32354.320 0.43474 -0.63665
45498.88 32354.313 0.380171 -0.602999
45512.91 32354.305 0.320144 -0.574804
45526.95 32354.297 0.283764 -0.532967
45540.98 32354.289 0.245565 -0.520235
45555.01 32354.281 0.243746 -0.504773
45569.04 32354.274 0.219189 -0.476579
45583.08 32354.266 0.194633 -0.45293
45597.11 32354.258 0.203728 -0.433831
45611.15 32354.250 0.189176 -0.412912
45625.18 32354.243 0.172805 -0.421098
45639.21 32354.235 0.171895 -0.396541
45653.25 32354.227 0.161891 -0.370166
