# Sweep from 32354.513Hz to 32354.292Hz step -0.005524999999943247Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
33108.02 32354.513 0.72578 1.57525
33128.05 32354.507 0.767617 1.64619
33148.08 32354.502 0.805816 1.73714
33168.11 32354.496 0.903132 1.86721
33188.15 32354.491 1.01318 1.95998
33208.18 32354.485 1.10595 2.08912
33228.21 32354.480 1.26239 2.21554
33248.24 32354.474 1.39426 2.36379
33268.27 32354.469 1.56707 2.48748
33288.31 32354.463 1.76352 2.63846
33308.34 32354.458 1.98726 2.80308
33328.37 32354.452 2.26829 2.97224
33348.40 32354.447 2.62118 3.10594
33368.43 32354.441 3.03591 3.24509
33388.47 32354.436 3.52794 3.33331
33408.50 32354.430 4.06365 3.34514
33428.53 32354.425 4.62117 3.24873
33448.56 32354.419 5.23144 3.01226
33468.59 32354.414 5.81898 2.58116
33488.62 32354.408 6.33284 2.00909
33508.65 32354.403 6.7221 1.18781
33528.69 32354.397 6.93493 0.20009
33548.72 32354.391 6.92219 -1.0341
33568.75 32354.386 6.55476 -2.44928
33588.78 32354.380 5.53703 -3.99817
33608.81 32354.375 3.28966 -4.92858
33628.84 32354.369 1.69894 -4.18825
33648.87 32354.364 1.26148 -3.80081
33668.90 32354.358 0.976804 -3.4852
33688.94 32354.353 0.753065 -3.23236
33708.97 32354.347 0.575714 -2.98589
33729.01 32354.342 0.451111 -2.78307
33749.04 32354.336 0.369257 -2.58298
33769.07 32354.331 0.321053 -2.42473
33789.11 32354.325 0.275579 -2.29558
33809.14 32354.320 0.229194 -2.17734
33829.17 32354.314 0.193723 -2.0964
33849.20 32354.309 0.150977 -1.98271
33869.23 32354.303 0.123692 -1.89085
33889.26 32354.298 0.103683 -1.79808
33909.30 32354.292 0.0891309 -1.73532
