# Sweep from 32354.520Hz to 32354.296Hz step -0.005600000000049477Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
28179.77 32354.520 0.696676 1.57434
28199.80 32354.514 0.777622 1.66256
28219.83 32354.509 0.831282 1.75988
28239.86 32354.503 0.914955 1.86994
28259.90 32354.498 1.00591 1.96634
28279.93 32354.492 1.13778 2.10095
28299.96 32354.486 1.26693 2.221
28319.99 32354.481 1.42791 2.35924
28340.02 32354.475 1.61254 2.53932
28360.06 32354.470 1.82718 2.69212
28380.09 32354.464 2.07821 2.85401
28400.12 32354.458 2.35833 3.01408
28420.15 32354.453 2.71667 3.13959
28440.18 32354.447 3.1405 3.26965
28460.21 32354.442 3.66983 3.34059
28480.24 32354.436 4.20826 3.33331
28500.27 32354.430 4.79943 3.21144
28520.31 32354.425 5.43335 2.92313
28540.34 32354.419 6.00269 2.42109
28560.37 32354.414 6.47836 1.75442
28580.40 32354.408 6.82215 0.861295
28600.43 32354.402 6.94584 -0.282855
28620.46 32354.397 6.83488 -1.57707
28640.49 32354.391 6.26099 -3.06774
28660.53 32354.386 4.79307 -4.55933
28680.56 32354.380 2.46384 -4.74941
28700.59 32354.374 1.54979 -4.01454
28720.62 32354.369 1.1296 -3.66528
28740.65 32354.363 0.880394 -3.38243
28760.68 32354.358 0.658478 -3.1214
28780.71 32354.352 0.508411 -2.87856
28800.75 32354.346 0.411093 -2.67666
28820.79 32354.341 0.348338 -2.49931
28840.82 32354.335 0.295588 -2.3547
28860.85 32354.330 0.232832 -2.2501
28880.89 32354.324 0.209185 -2.10368
28900.92 32354.318 0.185538 -2.01273
28920.95 32354.313 0.140973 -1.93997
28940.99 32354.307 0.107321 -1.82991
28961.02 32354.302 0.0909499 -1.74987
28981.05 32354.296 0.0718505 -1.6753
