# Sweep from 32354.521Hz to 32354.299Hz step -0.00555000000003929Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
21608.85 32354.521 0.695767 1.57525
21628.88 32354.515 0.76307 1.64983
21648.92 32354.510 0.822187 1.75351
21668.95 32354.504 0.900403 1.84901
21688.98 32354.499 1.01773 1.97817
21709.01 32354.493 1.13415 2.08367
21729.04 32354.488 1.24965 2.20372
21749.08 32354.482 1.38699 2.35379
21769.11 32354.477 1.56798 2.46202
21789.14 32354.471 1.74897 2.64482
21809.17 32354.465 2.00909 2.80217
21829.20 32354.460 2.27284 2.98316
21849.23 32354.454 2.60208 3.12686
21869.26 32354.449 3.03955 3.24327
21889.29 32354.443 3.52703 3.33513
21909.36 32354.438 4.08548 3.34968
21929.39 32354.432 4.64573 3.28966
21949.42 32354.427 5.23235 3.04045
21969.45 32354.421 5.81443 2.60754
21989.48 32354.416 6.33284 2.03546
22009.51 32354.410 6.71847 1.24783
22029.54 32354.404 6.93947 0.186447
22049.58 32354.399 6.91492 -1.04411
22069.61 32354.393 6.59568 -2.36743
22089.64 32354.388 5.58887 -3.94905
22109.67 32354.382 3.37151 -4.94131
22129.70 32354.377 1.75533 -4.241
22149.73 32354.371 1.28058 -3.80354
22169.77 32354.366 0.980442 -3.51248
22189.80 32354.360 0.749427 -3.24054
22209.83 32354.355 0.596632 -3.00317
22229.86 32354.349 0.459297 -2.78943
22249.89 32354.343 0.393813 -2.59935
22269.92 32354.338 0.323782 -2.44201
22289.96 32354.332 0.260117 -2.2974
22309.99 32354.327 0.233742 -2.2019
22330.02 32354.321 0.190085 -2.08276
22350.05 32354.316 0.149158 -1.9818
22370.08 32354.310 0.131878 -1.88722
22390.12 32354.305 0.101864 -1.819
22410.15 32354.299 0.080036 -1.74533
