# Sweep from 32354.524Hz to 32354.299Hz step -0.00562500000005457Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
11752.33 32354.524 0.695767 1.56979
11772.37 32354.518 0.756703 1.64074
11792.40 32354.513 0.835829 1.75442
11812.43 32354.507 0.903132 1.85265
11832.46 32354.502 0.997723 1.96634
11852.49 32354.496 1.12687 2.09094
11872.52 32354.490 1.26148 2.21281
11892.56 32354.485 1.3879 2.34924
11912.59 32354.479 1.55524 2.46565
11932.62 32354.473 1.78716 2.66847
11952.65 32354.468 2.03092 2.82218
11972.68 32354.462 2.33469 2.98225
11992.71 32354.457 2.68666 3.14323
12012.74 32354.451 3.12413 3.27147
12032.77 32354.445 3.61798 3.35605
12052.81 32354.440 4.20917 3.33968
12072.84 32354.434 4.78579 3.21508
12092.87 32354.428 5.39242 2.94769
12112.90 32354.423 5.95631 2.47566
12132.93 32354.417 6.44107 1.82991
12152.96 32354.412 6.79304 0.952248
12172.99 32354.406 6.95493 -0.151887
12193.03 32354.400 6.84216 -1.51613
12213.06 32354.395 6.28555 -2.98407
12233.09 32354.389 4.86401 -4.52658
12253.12 32354.383 2.46656 -4.77124
12273.15 32354.378 1.52614 -4.02363
12293.18 32354.372 1.19145 -3.70439
12313.22 32354.367 0.894037 -3.39243
12333.25 32354.361 0.671211 -3.11594
12353.28 32354.355 0.504773 -2.88311
12373.31 32354.350 0.426555 -2.69394
12393.35 32354.344 0.3447 -2.5175
12413.38 32354.338 0.285583 -2.35288
12433.41 32354.333 0.249203 -2.21645
12453.45 32354.327 0.208275 -2.11459
12473.48 32354.321 0.190995 -2.02546
12493.51 32354.316 0.143701 -1.93542
12513.54 32354.310 0.114597 -1.8099
12533.57 32354.305 0.0845835 -1.74715
12553.61 32354.299 0.0973164 -1.68803
