# Sweep from 15778.114Hz to 15861.348Hz step 1.1890571428571484Hz delay 0.8s
# Excitation 0.0005Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
40371.11 15778.114 1.3208648 -0.32432203
40371.92 15779.303 1.32547 -0.33000399
40372.74 15780.492 1.3265392 -0.32424364
40373.55 15781.681 1.3212672 -0.32385341
40374.37 15782.870 1.3242014 -0.32566268
40375.19 15784.059 1.3292358 -0.32897378
40376.00 15785.248 1.3207607 -0.32433471
40376.82 15786.437 1.3266546 -0.32815726
40377.63 15787.626 1.3231345 -0.32494236
40378.45 15788.816 1.3293267 -0.3230144
40379.27 15790.005 1.3276775 -0.32986992
40380.09 15791.194 1.3283548 -0.32926567
40380.90 15792.383 1.3270875 -0.32830818
40381.72 15793.572 1.3256675 -0.32835985
40382.54 15794.761 1.3202178 -0.32976897
40383.36 15795.950 1.3280669 -0.33339563
40384.18 15797.139 1.3252247 -0.33229909
40384.99 15798.328 1.3261101 -0.32850184
40385.81 15799.517 1.3215416 -0.33269345
40386.63 15800.706 1.3319103 -0.33390168
40387.44 15801.895 1.3282753 -0.33530844
40388.26 15803.084 1.3271616 -0.33388503
40389.07 15804.273 1.3255561 -0.33639827
40389.89 15805.462 1.3321081 -0.33981425
40390.70 15806.651 1.3338724 -0.33423919
40391.52 15807.840 1.3333131 -0.3385957
40392.34 15809.029 1.3362887 -0.33599281
40393.16 15810.219 1.3319438 -0.34170171
40393.97 15811.408 1.3338807 -0.3463978
40394.79 15812.597 1.3366486 -0.34089265
40395.60 15813.786 1.3360102 -0.35427126
40396.42 15814.975 1.3376564 -0.34952711
40397.24 15816.164 1.3440406 -0.35147661
40398.06 15817.353 1.3491888 -0.35438822
40398.87 15818.542 1.3519136 -0.36176544
40399.69 15819.731 1.3589213 -0.36319304
40400.50 15820.920 1.3725223 -0.36573468
40401.32 15822.109 1.3833334 -0.36784718
40402.13 15823.298 1.4021562 -0.35873234
40402.95 15824.487 1.4185644 -0.33973134
40403.77 15825.676 1.4292942 -0.30344441
40404.58 15826.865 1.4137137 -0.28163791
40405.40 15828.054 1.3882903 -0.27013067
40406.21 15829.243 1.3763346 -0.26715708
40407.03 15830.433 1.3619568 -0.27363464
40407.85 15831.622 1.3534237 -0.27236655
40408.67 15832.811 1.3438894 -0.2783282
40409.48 15834.000 1.3380293 -0.27837521
40410.30 15835.189 1.3378965 -0.28030703
40411.12 15836.378 1.3395196 -0.28239583
40411.94 15837.567 1.3354795 -0.28993097
40412.75 15838.756 1.3337086 -0.29024261
40413.57 15839.945 1.3293705 -0.28710829
40414.38 15841.134 1.3345968 -0.294231
40415.20 15842.323 1.3308761 -0.28940036
40416.01 15843.512 1.3255956 -0.29937422
40416.83 15844.701 1.3306292 -0.29567701
40417.64 15845.890 1.3258423 -0.29937789
40418.46 15847.079 1.3301399 -0.29761128
40419.27 15848.268 1.3290895 -0.30205968
40420.09 15849.457 1.329637 -0.30064118
40420.90 15850.646 1.3224644 -0.30334203
40421.72 15851.836 1.3272404 -0.29797107
40422.54 15853.025 1.3226241 -0.29990713
40423.36 15854.214 1.325544 -0.29887255
40424.17 15855.403 1.3259236 -0.29652429
40424.99 15856.592 1.3253414 -0.30365476
40425.80 15857.781 1.32632 -0.30462962
40426.62 15858.970 1.323191 -0.30390245
40427.44 15860.159 1.325954 -0.3037261
40428.25 15861.348 1.3301232 -0.30638583
