# Sweep from 32354.523Hz to 32354.299Hz step -0.005600000000049477Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
15037.81 32354.523 0.718504 1.57434
15057.84 32354.517 0.764889 1.67439
15077.87 32354.512 0.826734 1.72077
15097.90 32354.506 0.916774 1.85083
15117.93 32354.501 1.00045 1.98726
15137.96 32354.495 1.08867 2.08912
15158.00 32354.489 1.25238 2.211
15178.03 32354.484 1.38426 2.33833
15198.06 32354.478 1.56707 2.49931
15218.09 32354.473 1.80444 2.64482
15238.12 32354.467 2.03455 2.83946
15258.19 32354.461 2.35379 2.99953
15278.22 32354.456 2.71486 3.16142
15298.25 32354.450 3.10048 3.26783
15318.28 32354.445 3.6389 3.34695
15338.31 32354.439 4.17825 3.34695
15358.35 32354.433 4.78761 3.23782
15378.38 32354.428 5.36696 3.00044
15398.41 32354.422 5.94267 2.4893
15418.44 32354.417 6.43016 1.87448
15438.47 32354.411 6.79123 0.983171
15458.50 32354.405 6.97494 -0.141882
15478.53 32354.400 6.87945 -1.42882
15498.57 32354.394 6.31283 -2.94496
15518.60 32354.389 4.85218 -4.53932
15538.63 32354.383 2.46111 -4.74759
15558.66 32354.377 1.51704 -4.03273
15578.69 32354.372 1.1296 -3.67255
15598.72 32354.366 0.854019 -3.38061
15618.75 32354.361 0.67303 -3.13868
15638.79 32354.355 0.516597 -2.90676
15658.85 32354.349 0.429283 -2.69939
15678.88 32354.344 0.324691 -2.52113
15698.91 32354.338 0.281945 -2.39653
15718.94 32354.333 0.27376 -2.24556
15738.98 32354.327 0.19918 -2.14824
15759.01 32354.321 0.176443 -2.02546
15779.04 32354.316 0.144611 -1.9336
15799.07 32354.310 0.120054 -1.84901
15819.11 32354.305 0.0964069 -1.75806
15839.14 32354.299 0.0654841 -1.69258
