# Sweep from 32354.229Hz to 32354.542Hz step 0.007825000000048021Hz delay 14s
# Excitation 0.010000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
42214.81 32354.229 0.159162 -0.371076
42228.84 32354.237 0.170986 -0.383809
42242.88 32354.245 0.176443 -0.390175
42256.91 32354.252 0.184628 -0.414731
42270.95 32354.260 0.195542 -0.430193
42284.98 32354.268 0.194633 -0.450202
42299.01 32354.276 0.219189 -0.470212
42313.05 32354.284 0.245565 -0.489312
42327.08 32354.292 0.261027 -0.523873
42341.11 32354.299 0.271941 -0.537515
42355.18 32354.307 0.321963 -0.572076
42369.21 32354.315 0.361981 -0.614822
42383.24 32354.323 0.421098 -0.630283
42397.28 32354.331 0.466574 -0.660297
42411.31 32354.339 0.562071 -0.687582
42425.34 32354.346 0.651202 -0.696676
42439.38 32354.354 0.783078 -0.679396
42453.41 32354.362 0.918593 -0.639378
42467.44 32354.370 1.08412 -0.534786
42481.47 32354.378 1.20418 -0.386537
42495.50 32354.386 1.27421 -0.177352
42509.54 32354.393 1.26239 0.0718505
42523.57 32354.401 1.13778 0.258298
42537.60 32354.409 0.993175 0.402908
42551.63 32354.417 0.838558 0.459297
42565.66 32354.425 0.697586 0.477488
42579.69 32354.432 0.583899 0.455659
42593.73 32354.440 0.521144 0.448383
42607.76 32354.448 0.443835 0.405636
42621.79 32354.456 0.400179 0.401089
42635.83 32354.464 0.3447 0.356524
42649.86 32354.472 0.321053 0.343791
42663.89 32354.479 0.281945 0.306501
42677.92 32354.487 0.271941 0.281945
42691.96 32354.495 0.23738 0.286493
42705.99 32354.503 0.228284 0.253751
42720.03 32354.511 0.205547 0.244656
42734.06 32354.519 0.201909 0.222827
42748.09 32354.526 0.204637 0.220099
42762.12 32354.534 0.178262 0.20009
42776.15 32354.542 0.18099 0.185538
