# Sweep from 32354.297Hz to 32354.523Hz step 0.005650000000059663Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
20787.47 32354.297 0.081855 -1.68985
20807.50 32354.303 0.106411 -1.76261
20827.53 32354.308 0.129149 -1.83719
20847.56 32354.314 0.140063 -1.91268
20867.59 32354.320 0.164619 -2.02819
20887.63 32354.325 0.176443 -2.11459
20907.66 32354.331 0.239199 -2.24556
20927.69 32354.337 0.27376 -2.37107
20947.72 32354.342 0.346519 -2.55024
20967.76 32354.348 0.439288 -2.68939
20987.79 32354.353 0.542972 -2.88038
21007.82 32354.359 0.699405 -3.11321
21027.85 32354.365 0.847653 -3.3706
21047.88 32354.370 1.13233 -3.70984
21067.94 32354.376 1.60527 -4.1546
21087.97 32354.382 2.48112 -4.53659
21108.00 32354.387 4.02636 -4.65755
21128.04 32354.393 6.01815 -3.40243
21148.07 32354.399 6.85762 -1.49431
21168.10 32354.404 6.97131 -0.0827645
21188.13 32354.410 6.77304 1.015
21208.16 32354.416 6.40014 1.93633
21228.19 32354.421 5.84535 2.55842
21248.22 32354.427 5.26873 2.9395
21268.25 32354.433 4.67028 3.20689
21288.29 32354.438 4.08093 3.29329
21308.32 32354.444 3.55978 3.30148
21328.35 32354.450 3.07138 3.20053
21348.38 32354.455 2.68211 3.1114
21368.41 32354.461 2.29376 2.98134
21388.44 32354.467 2.01364 2.84673
21408.48 32354.472 1.72987 2.64573
21428.51 32354.478 1.52978 2.47111
21448.54 32354.483 1.33424 2.31559
21468.57 32354.489 1.20054 2.15097
21488.60 32354.495 1.07594 2.04729
21508.63 32354.500 1.00045 1.92178
21528.67 32354.506 0.88858 1.80354
21548.70 32354.512 0.810363 1.71531
21568.73 32354.517 0.770346 1.61891
21588.76 32354.523 0.703952 1.55342
