# Sweep from 32354.224Hz to 32354.537Hz step 0.007825000000048021Hz delay 14s
# Excitation 0.010000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
46818.16 32354.224 0.159162 -0.372895
46832.19 32354.232 0.157343 -0.390175
46846.22 32354.240 0.174624 -0.391994
46860.26 32354.247 0.184628 -0.422917
46874.29 32354.255 0.198271 -0.432921
46888.33 32354.263 0.206456 -0.465665
46902.36 32354.271 0.229194 -0.470212
46916.39 32354.279 0.243746 -0.498407
46930.43 32354.287 0.271941 -0.530239
46944.46 32354.294 0.293769 -0.5457
46958.49 32354.302 0.343791 -0.587537
46972.53 32354.310 0.371076 -0.604818
46986.56 32354.318 0.415641 -0.633012
47000.60 32354.326 0.508411 -0.664844
47014.63 32354.334 0.592994 -0.702133
47028.66 32354.341 0.695767 -0.702133
47042.70 32354.349 0.810363 -0.677577
47056.73 32354.357 0.960434 -0.624826
47070.76 32354.365 1.11505 -0.520235
47084.79 32354.373 1.22873 -0.339243
47098.83 32354.380 1.28149 -0.130968
47112.86 32354.388 1.22873 0.0918594
47126.89 32354.396 1.12869 0.288312
47140.92 32354.404 0.960434 0.403817
47154.95 32354.412 0.822187 0.463844
47168.98 32354.420 0.695767 0.486583
47183.02 32354.427 0.596632 0.45384
47197.05 32354.435 0.499316 0.459297
47211.08 32354.443 0.442016 0.406546
47225.11 32354.451 0.39927 0.393813
47239.15 32354.459 0.337424 0.359252
47253.18 32354.467 0.313777 0.341972
47267.21 32354.474 0.276488 0.30923
47281.25 32354.482 0.265574 0.293769
47295.28 32354.490 0.25557 0.274669
47309.31 32354.498 0.221008 0.251932
47323.34 32354.506 0.204637 0.241927
47337.37 32354.514 0.203728 0.229194
47351.41 32354.521 0.190995 0.204637
47365.44 32354.529 0.171895 0.195542
47379.47 32354.537 0.175533 0.184628
