# Sweep from 32354.528Hz to 32354.239Hz step -0.007224999999925786Hz delay 15s
# Excitation 0.010000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
40448.55 32354.528 0.153705 0.195542
40463.58 32354.521 0.1819 0.215551
40478.62 32354.514 0.201909 0.219189
40493.65 32354.506 0.229194 0.242837
40508.68 32354.499 0.231922 0.248294
40523.71 32354.492 0.234651 0.267393
40538.75 32354.485 0.259208 0.285583
40553.78 32354.477 0.283764 0.306501
40568.81 32354.470 0.287402 0.329239
40583.84 32354.463 0.32651 0.360162
40598.88 32354.456 0.368347 0.373804
40613.91 32354.449 0.387447 0.412003
40628.94 32354.441 0.459297 0.428374
40643.98 32354.434 0.523873 0.446564
40659.01 32354.427 0.596632 0.454749
40674.04 32354.420 0.703952 0.491131
40689.07 32354.412 0.819458 0.449292
40704.11 32354.405 0.957705 0.395632
40719.14 32354.398 1.08867 0.280126
40734.17 32354.391 1.20418 0.160072
40749.20 32354.383 1.26875 -0.038199
40764.24 32354.376 1.26057 -0.260117
40779.27 32354.369 1.17235 -0.444745
40794.30 32354.362 1.03046 -0.592085
40809.34 32354.355 0.900403 -0.67212
40824.37 32354.347 0.770346 -0.689401
40839.40 32354.340 0.649383 -0.709409
40854.44 32354.333 0.553886 -0.695767
40869.47 32354.326 0.501135 -0.658478
40884.50 32354.318 0.429283 -0.631193
40899.53 32354.311 0.359252 -0.610274
40914.57 32354.304 0.331967 -0.568438
40929.60 32354.297 0.293769 -0.5648
40944.63 32354.290 0.266484 -0.523873
40959.66 32354.282 0.250113 -0.509321
40974.70 32354.275 0.220099 -0.457478
40989.73 32354.268 0.221918 -0.468393
41004.76 32354.261 0.207366 -0.442926
41019.80 32354.253 0.194633 -0.422007
41034.86 32354.246 0.18099 -0.418369
41049.90 32354.239 0.16371 -0.377442
