# Sweep from 15848.722Hz to 15801.397Hz step -0.3943749999999909Hz delay 0.8s
# Excitation 0.000678Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
59251.32 15848.722 0.75003715 -0.29260531
59252.13 15848.328 0.75184425 -0.29180237
59252.95 15847.933 0.761374 -0.29028317
59253.76 15847.539 0.75337903 -0.2871233
59254.58 15847.145 0.74859003 -0.29545038
59255.39 15846.750 0.75490527 -0.29191528
59256.21 15846.356 0.7549919 -0.2929485
59257.03 15845.961 0.75329757 -0.29519936
59257.85 15845.567 0.75685915 -0.28804686
59258.66 15845.173 0.75587644 -0.29835019
59259.48 15844.778 0.75618851 -0.29212723
59260.29 15844.384 0.75666554 -0.28752055
59261.11 15843.989 0.75384031 -0.29138488
59261.92 15843.595 0.75234607 -0.29252226
59262.74 15843.201 0.75745987 -0.2951459
59263.55 15842.806 0.75782668 -0.29081073
59264.37 15842.412 0.75250847 -0.29210739
59265.18 15842.018 0.75095221 -0.28573137
59266.00 15841.623 0.75343905 -0.29348257
59266.82 15841.229 0.7513899 -0.29318147
59267.64 15840.835 0.75407075 -0.2908659
59268.45 15840.440 0.75237119 -0.29150243
59269.27 15840.046 0.75575406 -0.28782614
59270.08 15839.651 0.75460599 -0.2840786
59270.90 15839.257 0.76032865 -0.28841131
59271.72 15838.863 0.75606522 -0.28730472
59272.53 15838.468 0.75392722 -0.29028703
59273.35 15838.074 0.76331571 -0.29068599
59274.17 15837.680 0.75307219 -0.28353432
59274.98 15837.285 0.76076259 -0.28758785
59275.80 15836.891 0.75654458 -0.28780485
59276.62 15836.496 0.75817775 -0.28277054
59277.43 15836.102 0.75598922 -0.28556218
59278.25 15835.708 0.7571881 -0.28061845
59279.07 15835.313 0.76117618 -0.28645405
59279.88 15834.919 0.76108279 -0.28509925
59280.70 15834.524 0.76429546 -0.28480108
59281.51 15834.130 0.75894548 -0.27900523
59282.33 15833.736 0.76032671 -0.27686184
59283.14 15833.341 0.76020524 -0.27768829
59283.96 15832.947 0.76301046 -0.28188768
59284.78 15832.553 0.7613292 -0.27553705
59285.60 15832.158 0.76557995 -0.28022626
59286.41 15831.764 0.76703958 -0.28070912
59287.22 15831.370 0.76506836 -0.27892315
59288.04 15830.975 0.77189316 -0.28270122
59288.86 15830.581 0.76778974 -0.2751807
59289.68 15830.186 0.7725061 -0.27698673
59290.50 15829.792 0.77536475 -0.2795523
59291.32 15829.398 0.78025056 -0.2798526
59292.13 15829.003 0.78011499 -0.2753747
59292.95 15828.609 0.77984839 -0.27723522
59293.77 15828.215 0.78582678 -0.27682569
59294.58 15827.820 0.78641693 -0.27589039
59295.40 15827.426 0.79869102 -0.2783101
59296.21 15827.031 0.79581139 -0.27849305
59297.03 15826.637 0.79866822 -0.28568476
59297.85 15826.243 0.80524376 -0.28622614
59298.66 15825.848 0.80362969 -0.28955188
59299.48 15825.454 0.80615018 -0.29648589
59300.29 15825.059 0.81042265 -0.3066074
59301.11 15824.665 0.80480908 -0.30773487
