# Sweep from 32354.293Hz to 32354.519Hz step 0.005649999999968713Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
24072.97 32354.293 0.0545699 -1.69985
24093.00 32354.299 0.0964069 -1.77261
24113.03 32354.304 0.121873 -1.82991
24133.06 32354.310 0.149158 -1.91268
24153.10 32354.316 0.1819 -1.98999
24173.13 32354.321 0.194633 -2.13733
24193.16 32354.327 0.239199 -2.25738
24213.20 32354.333 0.303773 -2.38471
24233.23 32354.338 0.367438 -2.53114
24253.26 32354.344 0.441107 -2.70667
24273.29 32354.350 0.538424 -2.88402
24293.32 32354.355 0.683034 -3.11867
24313.35 32354.361 0.857657 -3.36333
24333.39 32354.366 1.1196 -3.71257
24353.42 32354.372 1.5798 -4.08912
24373.45 32354.378 2.42291 -4.52113
24393.48 32354.383 3.81081 -4.68393
24413.51 32354.389 5.80079 -3.64891
24433.54 32354.395 6.79304 -1.68621
24453.58 32354.400 6.95675 -0.230103
24473.61 32354.406 6.78213 0.952248
24493.64 32354.412 6.40924 1.85174
24513.67 32354.417 5.89083 2.50112
24533.70 32354.423 5.29965 2.92859
24553.73 32354.429 4.71212 3.15505
24573.76 32354.434 4.1355 3.29875
24593.79 32354.440 3.56523 3.2742
24613.82 32354.446 3.10321 3.19689
24633.86 32354.451 2.67302 3.12959
24653.89 32354.457 2.34924 2.99498
24673.92 32354.463 2.00454 2.81945
24693.95 32354.468 1.74715 2.66756
24714.00 32354.474 1.53978 2.49021
24734.03 32354.479 1.35243 2.33105
24754.07 32354.485 1.21873 2.20463
24774.10 32354.491 1.08049 2.04183
24794.13 32354.496 0.980442 1.91632
24814.16 32354.502 0.904041 1.81172
24834.19 32354.508 0.818549 1.72714
24854.22 32354.513 0.770346 1.64255
24874.25 32354.519 0.684853 1.55524
