# Sweep from 32354.521Hz to 32354.296Hz step -0.00562500000005457Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
19966.10 32354.521 0.714866 1.56707
19986.13 32354.515 0.765798 1.6471
20006.16 32354.510 0.814001 1.75897
20026.19 32354.504 0.900403 1.87903
20046.23 32354.499 1.01773 1.98453
20066.26 32354.493 1.14051 2.10822
20086.29 32354.487 1.26511 2.23737
20106.32 32354.482 1.42246 2.36652
20126.35 32354.476 1.61618 2.53659
20146.39 32354.470 1.8481 2.6712
20166.42 32354.465 2.08912 2.88311
20186.45 32354.459 2.39199 3.02045
20206.48 32354.453 2.80581 3.1787
20226.51 32354.448 3.24782 3.29784
20246.54 32354.442 3.74351 3.35059
20266.57 32354.437 4.3083 3.31967
20286.61 32354.431 4.9786 3.16324
20306.64 32354.425 5.54431 2.87856
20326.67 32354.420 6.08728 2.35015
20346.70 32354.414 6.56476 1.60981
20366.73 32354.408 6.87308 0.67212
20386.76 32354.403 6.9804 -0.482945
20406.80 32354.397 6.76485 -1.83719
20426.83 32354.392 6.08091 -3.35241
20446.86 32354.386 4.35924 -4.74668
20466.89 32354.380 2.11368 -4.57842
20486.92 32354.375 1.44792 -3.96179
20506.95 32354.369 1.05866 -3.61071
20526.98 32354.363 0.83401 -3.36696
20547.02 32354.358 0.615731 -3.08502
20567.05 32354.352 0.484764 -2.834
20587.08 32354.347 0.409274 -2.65392
20607.11 32354.341 0.331058 -2.46474
20627.15 32354.335 0.283764 -2.34651
20647.18 32354.330 0.216461 -2.23191
20667.21 32354.324 0.206456 -2.11004
20687.24 32354.318 0.168257 -1.99363
20707.28 32354.313 0.119145 -1.90541
20727.31 32354.307 0.100954 -1.80808
20747.34 32354.302 0.0909499 -1.75806
20767.37 32354.296 0.074579 -1.66529
