# Sweep from 32354.295Hz to 32354.521Hz step 0.005650000000059663Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
29001.14 32354.295 0.0773075 -1.6753
29021.17 32354.301 0.0718505 -1.73987
29041.20 32354.306 0.102773 -1.81718
29061.24 32354.312 0.140063 -1.89267
29081.27 32354.318 0.1628 -1.98999
29101.30 32354.323 0.188266 -2.09003
29121.33 32354.329 0.208275 -2.22373
29141.36 32354.335 0.281945 -2.34378
29161.39 32354.340 0.331967 -2.50112
29181.43 32354.346 0.441107 -2.64664
29201.46 32354.351 0.501135 -2.83764
29221.49 32354.357 0.63574 -3.03136
29241.52 32354.363 0.803087 -3.27874
29261.55 32354.368 1.02592 -3.59434
29281.58 32354.374 1.42882 -4.01454
29301.62 32354.380 2.11641 -4.42199
29321.65 32354.385 3.28784 -4.69848
29341.68 32354.391 5.22235 -4.1446
29361.72 32354.397 6.66299 -2.17462
29381.75 32354.402 6.96585 -0.572076
29401.78 32354.408 6.87763 0.638469
29421.81 32354.414 6.55749 1.5989
29441.84 32354.419 6.06363 2.35379
29461.87 32354.425 5.48883 2.81581
29481.90 32354.431 4.87128 3.15232
29501.94 32354.436 4.28375 3.27874
29521.97 32354.442 3.73259 3.29693
29542.00 32354.448 3.25964 3.24054
29562.03 32354.453 2.80399 3.1505
29582.06 32354.459 2.4411 3.03773
29602.09 32354.465 2.11823 2.87038
29622.12 32354.470 1.82991 2.71667
29642.16 32354.476 1.59708 2.54114
29662.19 32354.481 1.40427 2.36288
29682.22 32354.487 1.25238 2.23464
29702.25 32354.493 1.10504 2.07912
29722.28 32354.498 1.00591 1.96725
29742.31 32354.504 0.92496 1.84355
29762.35 32354.510 0.859476 1.74442
29782.39 32354.515 0.778531 1.66165
29802.42 32354.521 0.721233 1.57434
