20220818T000122 15838.982 15815.024 -0.23958000000000537 0.9 0.000659 0dB -105 100ms 1660770129.50 129.50 15827.043 4.2329 0.0983524 -1
20220818T000255 15814.344 15839.742 0.2539800000000105 0.9 0.000670 0dB -105 100ms 1660770222.20 222.20 15827.042 4.1395 0.101218 -1
20220818T000428 15839.460 15814.623 -0.24836999999999534 0.9 0.000662 0dB -105 100ms 1660770314.67 314.67 15827.066 4.0714 0.0994671 -1
20220818T000600 15814.851 15839.280 0.24429000000000087 0.9 0.000666 0dB -105 100ms 1660770407.26 407.26 15827.048 4.0651 0.0993866 -1
20220818T000733 15839.244 15814.853 -0.2439100000000144 0.9 0.000670 0dB -105 100ms 1660770499.87 499.87 15827.059 3.9958 0.101253 -1
20220818T000905 15815.072 15839.047 0.23975000000000363 0.9 0.000662 0dB -105 100ms 1660770592.45 592.45 15827.049 4.1262 0.0996418 -1
20220818T001038 15839.427 15814.670 -0.24756999999999607 0.9 0.000664 0dB -105 100ms 1660770685.05 685.05 15827.057 4.1905 0.0988701 -1
20220818T001210 15814.485 15839.628 0.25143000000000026 0.9 0.000672 0dB -105 100ms 1660770777.61 777.61 15827.043 4.0703 0.100912 -1
20220818T001343 15839.254 15814.832 -0.2442200000000048 0.9 0.000666 0dB -105 100ms 1660770870.31 870.31 15827.024 4.0958 0.0999265 -1
20220818T001516 15814.736 15839.311 0.2457499999999891 0.9 0.000666 0dB -105 100ms 1660770962.83 962.83 15827.023 4.107 0.099126 -1
20220818T001648 15839.344 15814.702 -0.24641999999999825 0.9 0.000672 0dB -105 100ms 1660771055.39 1055.39 15827.030 4.0412 0.103077 -1
20220818T001821 15814.906 15839.153 0.24246999999999388 0.9 0.000652 0dB -105 100ms 1660771148.00 1148.00 15827.029 3.9116 0.0986332 -1
20220818T001953 15838.764 15815.294 -0.23469999999999344 0.9 0.000661 0dB -105 100ms 1660771240.46 1240.46 15827.062 4.1168 0.100774 -1
20220818T002126 15814.712 15839.412 0.24700000000000727 0.9 0.000656 0dB -105 100ms 1660771333.09 1333.09 15827.037 4.2095 0.0993053 -1
20220818T002259 15839.666 15814.409 -0.2525699999999961 0.9 0.000661 0dB -105 100ms 1660771425.76 1425.76 15827.035 4.1832 0.100333 -1
20220818T002431 15814.485 15839.585 0.25099999999998546 0.9 0.000659 0dB -105 100ms 1660771518.53 1518.53 15827.097 4.1461 0.0981329 -1
20220818T002604 15839.535 15814.658 -0.24877000000000407 0.9 0.000672 0dB -105 100ms 1660771611.15 1611.15 15827.028 4.0335 0.100172 -1
20220818T002736 15814.928 15839.129 0.2420100000000093 0.9 0.000671 0dB -105 100ms 1660771703.38 1703.38 15827.000 4.1739 0.100411 -1
20220818T002909 15839.521 15814.478 -0.25043000000001486 0.9 0.000668 0dB -105 100ms 1660771796.06 1796.06 15827.004 3.9593 0.0990559 -1
20220818T003041 15815.127 15838.882 0.237549999999992 0.9 0.000674 0dB -105 100ms 1660771888.85 1888.85 15827.059 4.0786 0.101684 -1
20220818T003214 15839.295 15814.823 -0.24471999999999752 0.9 0.000663 0dB -105 100ms 1660771981.31 1981.31 15827.035 4.0964 0.0983552 -1
20220818T003347 15814.746 15839.324 0.24578000000001338 0.9 0.000674 0dB -105 100ms 1660772073.68 2073.68 15826.998 4.118 0.100371 -1
20220818T003519 15839.352 15814.644 -0.24708000000000538 0.9 0.000672 0dB -105 100ms 1660772166.39 2166.39 15827.000 4.1107 0.100579 -1
20220818T003652 15814.668 15839.332 0.2466400000000067 0.9 0.000668 0dB -105 100ms 1660772258.90 2258.90 15826.977 4.1115 0.0983616 -1
20220818T003824 15839.311 15814.642 -0.2466899999999987 0.9 0.000679 0dB -105 100ms 1660772351.58 2351.58 15826.974 3.881 0.101167 -1
20220818T003957 15815.331 15838.617 0.2328600000000006 0.9 0.000671 0dB -105 100ms 1660772444.25 2444.25 15827.002 4.13 0.101238 -1
20220818T004130 15839.392 15814.612 -0.24780000000000654 0.9 0.000663 0dB -105 100ms 1660772536.83 2536.83 15826.972 4.086 0.100294 -1
20220818T004302 15814.714 15839.230 0.24515999999999621 0.9 0.000661 0dB -105 100ms 1660772629.46 2629.46 15827.016 4.0609 0.0990942 -1
20220818T004435 15839.198 15814.833 -0.2436499999999978 0.9 0.000667 0dB -105 100ms 1660772721.89 2721.89 15827.009 3.9731 0.0989846 -1
20220818T004607 15815.090 15838.928 0.23837999999999737 0.9 0.000674 0dB -105 100ms 1660772814.30 2814.30 15826.976 4.0064 0.099174 -1
20220818T004740 15838.995 15814.957 -0.24038000000000465 0.9 0.000680 0dB -105 100ms 1660772906.86 2906.86 15827.020 4.0516 0.101459 -1
20220818T004912 15814.865 15839.175 0.2430999999999949 0.9 0.000670 0dB -105 100ms 1660772999.68 2999.68 15827.033 4.1136 0.101522 -1
20220818T005045 15839.374 15814.693 -0.24681000000000494 0.9 0.000660 0dB -105 100ms 1660773092.29 3092.29 15827.011 3.9919 0.100031 -1
20220818T005218 15815.035 15838.986 0.23951000000000933 0.9 0.000660 0dB -105 100ms 1660773184.68 3184.68 15826.987 4.0444 0.098558 -1
20220818T005350 15839.120 15814.854 -0.24266000000001442 0.9 0.000670 0dB -105 100ms 1660773277.37 3277.37 15826.983 4.1419 0.100783 -1
20220818T005523 15814.558 15839.409 0.2485099999999875 0.9 0.000665 0dB -105 100ms 1660773369.65 3369.65 15826.912 3.9648 0.0965186 -1
20220818T005655 15838.806 15815.017 -0.2378900000000067 0.9 0.000689 0dB -105 100ms 1660773462.18 3462.18 15826.992 4.1137 0.104509 -1
20220818T005828 15814.650 15839.333 0.24683000000000901 0.9 0.000659 0dB -105 100ms 1660773555.03 3555.03 15826.974 4.1534 0.0980158 -1
20220818T010000 15839.434 15814.514 -0.24920000000000073 0.9 0.000672 0dB -105 100ms 1660773647.57 3647.57 15827.005 3.9894 0.101329 -1
20220818T010133 15815.037 15838.973 0.23935999999999694 0.9 0.000663 0dB -105 100ms 1660773740.00 3740.00 15826.939 4.0305 0.0993811 -1
20220818T010306 15839.030 15814.847 -0.241830000000009 0.9 0.000667 0dB -105 100ms 1660773832.52 3832.52 15827.010 4.1125 0.100485 -1
20220818T010438 15814.672 15839.347 0.24674999999999273 0.9 0.000664 0dB -105 100ms 1660773925.32 3925.32 15826.997 4.1063 0.0994702 -1
20220818T010611 15839.316 15814.678 -0.2463800000000083 0.9 0.000668 0dB -105 100ms 1660774018.12 4018.12 15826.959 4.1411 0.102113 -1
20220818T010743 15814.536 15839.383 0.24846999999999753 0.9 0.000654 0dB -105 100ms 1660774110.66 4110.66 15826.976 4.0351 0.0988134 -1
20220818T010916 15839.082 15814.871 -0.24211000000001148 0.9 0.000662 0dB -105 100ms 1660774203.02 4203.02 15827.020 4.0336 0.100233 -1
