# Sweep from 32354.293Hz to 32354.523Hz step 0.005749999999989086Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
2717.27 32354.293 0.0891309 -1.65802
2737.30 32354.299 0.104592 -1.73259
2757.33 32354.305 0.126421 -1.7999
2777.36 32354.310 0.130059 -1.87812
2797.39 32354.316 0.160072 -1.96725
2817.43 32354.322 0.197361 -2.08185
2837.46 32354.328 0.211913 -2.19372
2857.49 32354.333 0.261027 -2.33923
2877.52 32354.339 0.336515 -2.48566
2897.55 32354.345 0.414731 -2.63664
2917.59 32354.351 0.526601 -2.81308
2937.62 32354.356 0.61846 -3.01135
2957.65 32354.362 0.809454 -3.25691
2977.68 32354.368 1.03592 -3.58706
2997.71 32354.374 1.43155 -3.9818
3017.74 32354.379 2.16916 -4.41108
3037.77 32354.385 3.5043 -4.69575
3057.81 32354.391 5.4379 -3.96906
3077.84 32354.397 6.71665 -1.95816
3097.87 32354.402 6.95402 -0.409274
3117.90 32354.408 6.84307 0.764889
3137.93 32354.414 6.48291 1.71804
3157.96 32354.419 5.97359 2.42382
3177.99 32354.425 5.34968 2.88311
3198.03 32354.431 4.73577 3.16051
3218.06 32354.437 4.19462 3.24782
3238.09 32354.443 3.60707 3.2551
3258.12 32354.448 3.15141 3.20689
3278.15 32354.454 2.71577 3.12413
3298.18 32354.460 2.35651 2.98225
3318.21 32354.466 2.05183 2.82036
3338.24 32354.471 1.76988 2.6712
3358.28 32354.477 1.54979 2.48112
3378.31 32354.483 1.35243 2.33105
3398.34 32354.488 1.1869 2.1637
3418.37 32354.494 1.07412 2.01909
3438.41 32354.500 0.970438 1.89904
3458.44 32354.506 0.884942 1.78171
3478.48 32354.512 0.805816 1.6944
3498.51 32354.517 0.748518 1.60708
3518.54 32354.523 0.689401 1.52796
