# Sweep from 32354.523Hz to 32354.298Hz step -0.00562500000005457Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
10109.57 32354.523 0.711228 1.55888
10129.60 32354.517 0.74397 1.63346
10149.63 32354.512 0.831282 1.73078
10169.67 32354.506 0.898584 1.85265
10189.70 32354.501 1.01591 1.95361
10209.76 32354.495 1.10959 2.08912
10229.80 32354.489 1.25511 2.19372
10249.83 32354.484 1.3979 2.33742
10269.86 32354.478 1.55524 2.48839
10289.89 32354.472 1.77989 2.64119
10309.92 32354.467 2.01273 2.7958
10329.95 32354.461 2.30558 2.95496
10349.98 32354.456 2.6712 3.13686
10370.01 32354.450 3.08138 3.25601
10390.05 32354.444 3.58069 3.31694
10410.08 32354.439 4.15096 3.34605
10430.11 32354.433 4.72303 3.26237
10450.14 32354.427 5.31784 2.99771
10470.17 32354.422 5.90083 2.53569
10490.20 32354.416 6.39469 1.91996
10510.24 32354.410 6.76667 1.04047
10530.27 32354.405 6.95675 -0.0682125
10550.30 32354.399 6.87217 -1.32878
10570.33 32354.394 6.3965 -2.80126
10590.36 32354.388 5.09593 -4.37106
10610.40 32354.382 2.65847 -4.82854
10630.43 32354.377 1.5798 -4.04546
10650.46 32354.371 1.17053 -3.67528
10670.49 32354.365 0.893127 -3.39516
10690.52 32354.360 0.687582 -3.14414
10710.56 32354.354 0.54661 -2.91222
10730.59 32354.349 0.436559 -2.7094
10750.62 32354.343 0.350157 -2.52477
10770.65 32354.337 0.299226 -2.37198
10790.68 32354.332 0.249203 -2.24829
10810.71 32354.326 0.210094 -2.13278
10830.75 32354.320 0.169167 -2.03637
10850.78 32354.315 0.139154 -1.94088
10870.81 32354.309 0.122783 -1.8572
10890.84 32354.304 0.0982259 -1.77261
10910.88 32354.298 0.0773075 -1.69076
