# Sweep from 32354.297Hz to 32354.522Hz step 0.00562500000005457Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
7645.45 32354.297 0.0909499 -1.69531
7665.49 32354.303 0.102773 -1.7617
7685.52 32354.308 0.121873 -1.83082
7705.55 32354.314 0.140973 -1.92814
7725.58 32354.319 0.170986 -2.02546
7745.61 32354.325 0.208275 -2.1155
7765.65 32354.331 0.245565 -2.27739
7785.68 32354.336 0.30923 -2.38562
7805.71 32354.342 0.361981 -2.55388
7825.74 32354.348 0.439288 -2.71395
7845.78 32354.353 0.572076 -2.90585
7865.81 32354.359 0.688491 -3.10139
7885.84 32354.364 0.875847 -3.38061
7905.87 32354.370 1.13506 -3.72532
7925.90 32354.376 1.61163 -4.12368
7945.93 32354.381 2.43382 -4.53386
7965.97 32354.387 3.86538 -4.66028
7986.00 32354.393 5.84626 -3.58069
8006.03 32354.398 6.81487 -1.58798
8026.09 32354.404 6.95766 -0.225556
8046.12 32354.410 6.78668 0.933149
8066.15 32354.415 6.42834 1.82536
8086.18 32354.421 5.88901 2.5084
8106.22 32354.426 5.32967 2.89039
8126.25 32354.432 4.73941 3.18688
8146.28 32354.438 4.14823 3.2751
8166.31 32354.443 3.64345 3.27874
8186.34 32354.449 3.14687 3.20962
8206.38 32354.454 2.73577 3.12049
8226.41 32354.460 2.3838 3.00317
8246.44 32354.466 2.0673 2.85037
8266.47 32354.471 1.79353 2.68575
8286.50 32354.477 1.5707 2.5084
8306.53 32354.483 1.37971 2.35288
8326.56 32354.488 1.2251 2.20281
8346.60 32354.494 1.11869 2.07912
8366.63 32354.500 0.997723 1.94542
8386.66 32354.505 0.913136 1.84537
8406.69 32354.511 0.850381 1.73987
8426.72 32354.516 0.770346 1.65347
8446.75 32354.522 0.7085 1.56434
