# Sweep from 32354.288Hz to 32354.516Hz step 0.0056999999999789Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
32286.64 32354.288 0.0682125 -1.68075
32306.67 32354.294 0.101864 -1.73987
32326.71 32354.299 0.121873 -1.81263
32346.74 32354.305 0.149158 -1.91086
32366.77 32354.311 0.160072 -2.00363
32386.80 32354.317 0.1628 -2.10731
32406.83 32354.322 0.233742 -2.21463
32426.86 32354.328 0.245565 -2.35742
32446.89 32354.334 0.332877 -2.49658
32466.92 32354.339 0.43565 -2.65392
32486.96 32354.345 0.521144 -2.83673
32506.99 32354.351 0.677577 -3.06046
32527.02 32354.356 0.818549 -3.32786
32547.05 32354.362 1.07048 -3.66528
32567.08 32354.368 1.5316 -4.09003
32587.11 32354.374 2.34651 -4.4993
32607.14 32354.379 3.75897 -4.65755
32627.18 32354.385 5.82534 -3.61798
32647.21 32354.391 6.8176 -1.64528
32667.24 32354.396 6.95857 -0.21737
32687.27 32354.402 6.79486 0.995904
32707.30 32354.408 6.4156 1.89176
32727.33 32354.413 5.85263 2.54751
32747.36 32354.419 5.25691 2.9295
32767.40 32354.425 4.67756 3.19052
32787.43 32354.430 4.0491 3.29693
32807.46 32354.436 3.53977 3.26783
32827.49 32354.442 3.06683 3.21963
32847.52 32354.448 2.66392 3.09502
32867.55 32354.453 2.29194 2.96951
32887.58 32354.459 1.96998 2.79853
32907.61 32354.465 1.71804 2.62845
32927.65 32354.470 1.50522 2.47384
32947.68 32354.476 1.32059 2.29376
32967.71 32354.482 1.19508 2.15643
32987.74 32354.487 1.08049 2.01909
33007.77 32354.493 0.972257 1.90722
33027.80 32354.499 0.885851 1.80717
33047.87 32354.505 0.829463 1.69985
33067.90 32354.510 0.754884 1.60345
33087.93 32354.516 0.683944 1.53251
