# Sweep from 32354.298Hz to 32354.523Hz step 0.00562500000005457Hz delay 20s
# Excitation 0.040000Vpp attenuator 40 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
15859.23 32354.298 0.0973164 -1.66802
15879.26 32354.304 0.111868 -1.76625
15899.29 32354.309 0.114597 -1.83082
15919.32 32354.315 0.136425 -1.92269
15939.36 32354.320 0.150977 -2.0009
15959.39 32354.326 0.190085 -2.10095
15979.42 32354.332 0.23647 -2.23282
15999.45 32354.337 0.260117 -2.33378
16019.49 32354.343 0.353795 -2.50658
16039.52 32354.349 0.405636 -2.66392
16059.55 32354.354 0.530239 -2.84855
16079.58 32354.360 0.642107 -3.05864
16099.61 32354.365 0.801268 -3.28329
16119.64 32354.371 1.03228 -3.62799
16139.67 32354.377 1.45247 -4.00271
16159.71 32354.382 2.18644 -4.43745
16179.74 32354.388 3.49611 -4.70394
16199.77 32354.394 5.44426 -3.98725
16219.80 32354.399 6.73302 -1.95634
16239.83 32354.405 6.96494 -0.475669
16259.87 32354.410 6.85762 0.699405
16279.90 32354.416 6.53748 1.63983
16299.93 32354.422 6.05908 2.36379
16319.96 32354.427 5.44881 2.84219
16340.00 32354.433 4.83854 3.15141
16360.03 32354.439 4.24737 3.28511
16380.06 32354.444 3.73441 3.29966
16400.09 32354.450 3.19143 3.25146
16420.12 32354.456 2.76852 3.14141
16440.15 32354.461 2.41745 3.03409
16460.18 32354.467 2.11641 2.90676
16480.22 32354.472 1.81081 2.71758
16500.25 32354.478 1.58071 2.54569
16520.28 32354.484 1.39881 2.36561
16540.31 32354.489 1.25056 2.21918
16560.34 32354.495 1.13324 2.09276
16580.37 32354.501 1.03774 1.96816
16600.40 32354.506 0.92496 1.84992
16620.44 32354.512 0.858567 1.76897
16640.47 32354.517 0.777622 1.68257
16660.50 32354.523 0.703952 1.57252
