# Sweep from 15801.029Hz to 15847.705Hz step 0.6667999999999925Hz delay 0.8s
# Excitation 0.000300Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
41955.87 15801.029 0.3343593 -0.29506958
41956.68 15801.696 0.33363625 -0.30267313
41957.50 15802.363 0.33445104 -0.29571891
41958.31 15803.029 0.32987765 -0.29304329
41959.13 15803.696 0.33766753 -0.29750143
41959.95 15804.363 0.33336656 -0.29473765
41960.76 15805.030 0.33181507 -0.29729378
41961.58 15805.697 0.33448379 -0.29829272
41962.40 15806.363 0.33229421 -0.29887428
41963.21 15807.030 0.33151932 -0.29612275
41964.03 15807.697 0.33225336 -0.30303624
41964.85 15808.364 0.33586196 -0.29787418
41965.66 15809.031 0.335614 -0.2989218
41966.48 15809.697 0.33462075 -0.30159822
41967.30 15810.364 0.33111792 -0.29989226
41968.12 15811.031 0.33542773 -0.30093372
41968.93 15811.698 0.33181072 -0.29870503
41969.74 15812.365 0.33821513 -0.29828078
41970.56 15813.031 0.33556765 -0.30404973
41971.37 15813.698 0.34157705 -0.29271303
41972.19 15814.365 0.34030677 -0.30193073
41973.00 15815.032 0.34038456 -0.29665293
41973.82 15815.699 0.33558243 -0.30991077
41974.64 15816.365 0.33698194 -0.29795578
41975.45 15817.032 0.33455422 -0.29949209
41976.27 15817.699 0.34079255 -0.30416197
41977.09 15818.366 0.34412787 -0.30614819
41977.90 15819.033 0.3439761 -0.30302292
41978.72 15819.699 0.34817694 -0.30225064
41979.53 15820.366 0.34695424 -0.31011356
41980.35 15821.033 0.34477483 -0.30419969
41981.17 15821.700 0.34523933 -0.30445111
41981.99 15822.367 0.3510734 -0.30222682
41982.80 15823.033 0.35758023 -0.29955592
41983.62 15823.700 0.35145615 -0.2987681
41984.43 15824.367 0.35575948 -0.29755387
41985.24 15825.034 0.35682754 -0.28832861
41986.06 15825.701 0.35081376 -0.28848876
41986.88 15826.367 0.35443651 -0.28416261
41987.69 15827.034 0.34949275 -0.28131964
41988.51 15827.701 0.35083869 -0.28131558
41989.33 15828.368 0.34148596 -0.28272086
41990.15 15829.035 0.33954896 -0.27880586
41990.96 15829.701 0.34669347 -0.2805379
41991.78 15830.368 0.34649531 -0.28632732
41992.60 15831.035 0.33979936 -0.28960869
41993.41 15831.702 0.339195 -0.28044511
41994.23 15832.369 0.33652591 -0.2847168
41995.05 15833.035 0.33692501 -0.28374239
41995.86 15833.702 0.34039576 -0.28264404
41996.67 15834.369 0.34004171 -0.28418361
41997.49 15835.036 0.3370132 -0.28477754
41998.31 15835.703 0.33563271 -0.28710261
41999.12 15836.369 0.33226777 -0.28880768
41999.94 15837.036 0.33129893 -0.28916511
42000.76 15837.703 0.33118243 -0.2867817
42001.58 15838.370 0.33024813 -0.28228425
42002.39 15839.037 0.3339681 -0.28335549
42003.21 15839.703 0.33195593 -0.28825778
42004.03 15840.370 0.33428753 -0.28574107
42004.84 15841.037 0.33564274 -0.28569067
42005.66 15841.704 0.33689807 -0.28630046
42006.47 15842.371 0.33422501 -0.28924387
42007.29 15843.037 0.33305489 -0.28920044
42008.11 15843.704 0.33484386 -0.28571
42008.92 15844.371 0.33379405 -0.29069523
42009.74 15845.038 0.33399365 -0.28504479
42010.56 15845.705 0.33605039 -0.28789876
42011.38 15846.371 0.32811118 -0.2835794
42012.20 15847.038 0.33491236 -0.2878779
42013.01 15847.705 0.33647214 -0.29320108
