# Sweep from 15847.019Hz to 15803.676Hz step -0.36119166666667296Hz delay 0.8s
# Excitation 0.001247Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
66761.46 15847.019 1.3908174 -0.30035488
66762.28 15846.658 1.3868915 -0.29884171
66763.10 15846.297 1.3841203 -0.2979904
66763.91 15845.935 1.3858485 -0.29846547
66764.73 15845.574 1.3886272 -0.29459841
66765.55 15845.213 1.3876165 -0.29732539
66766.36 15844.852 1.3874852 -0.29550171
66767.18 15844.491 1.3890633 -0.29549236
66768.00 15844.129 1.3890867 -0.292398
66768.81 15843.768 1.3852368 -0.29712876
66769.63 15843.407 1.3921283 -0.29635504
66770.45 15843.046 1.3897562 -0.29476865
66771.26 15842.685 1.3865132 -0.29497573
66772.08 15842.324 1.3893399 -0.2978781
66772.89 15841.962 1.3944752 -0.29390856
66773.71 15841.601 1.391456 -0.29456322
66774.53 15841.240 1.3961946 -0.2954979
66775.34 15840.879 1.391878 -0.29040825
66776.16 15840.518 1.3892382 -0.29035837
66776.97 15840.156 1.3861794 -0.29210733
66777.79 15839.795 1.393195 -0.29201172
66778.60 15839.434 1.3887968 -0.29082003
66779.42 15839.073 1.3908028 -0.2933235
66780.24 15838.712 1.3925639 -0.28777285
66781.05 15838.350 1.3923266 -0.28667318
66781.87 15837.989 1.3880042 -0.28777526
66782.68 15837.628 1.3953295 -0.28855672
66783.50 15837.267 1.3927919 -0.28410986
66784.32 15836.906 1.3973013 -0.2843957
66785.13 15836.544 1.395268 -0.29093209
66785.95 15836.183 1.3959548 -0.29183946
66786.76 15835.822 1.3926544 -0.28903096
66787.58 15835.461 1.3950713 -0.28333787
66788.40 15835.100 1.4032889 -0.28815924
66789.21 15834.738 1.3992751 -0.2779957
66790.03 15834.377 1.3993462 -0.2799984
66790.84 15834.016 1.4040975 -0.27630293
66791.66 15833.655 1.4017816 -0.28028771
66792.47 15833.294 1.4082515 -0.28005039
66793.29 15832.933 1.4093266 -0.27385664
66794.10 15832.571 1.4119445 -0.27772768
66794.92 15832.210 1.4107969 -0.27614951
66795.74 15831.849 1.4113784 -0.26895506
66796.55 15831.488 1.408915 -0.27495108
66797.37 15831.127 1.4192809 -0.2675697
66798.19 15830.765 1.4152482 -0.26895796
66799.00 15830.404 1.4212533 -0.2656692
66799.82 15830.043 1.4255146 -0.26422785
66800.63 15829.682 1.4333627 -0.26533931
66801.45 15829.321 1.433101 -0.26591533
66802.27 15828.959 1.4438449 -0.26442001
66803.08 15828.598 1.4462847 -0.2687573
66803.90 15828.237 1.4469119 -0.26323596
66804.71 15827.876 1.4583815 -0.27096769
66805.53 15827.515 1.4620764 -0.26925014
66806.35 15827.153 1.4651093 -0.27489406
66807.16 15826.792 1.4820524 -0.27826141
66807.97 15826.431 1.4828236 -0.28665627
66808.79 15826.070 1.5000171 -0.29610592
66809.61 15825.709 1.4978555 -0.30570453
66810.42 15825.347 1.4988684 -0.31632982
66811.24 15824.986 1.4940841 -0.32709102
66812.05 15824.625 1.4918486 -0.34056549
66812.87 15824.264 1.4863551 -0.3442359
66813.69 15823.903 1.4822778 -0.35631538
66814.50 15823.542 1.4714088 -0.35857099
66815.32 15823.180 1.4659308 -0.36887167
66816.14 15822.819 1.4617036 -0.36674058
66816.95 15822.458 1.4536478 -0.36681413
66817.77 15822.097 1.4504552 -0.37010582
66818.59 15821.736 1.441935 -0.36712558
66819.40 15821.374 1.4333009 -0.37521147
66820.22 15821.013 1.432809 -0.36891944
66821.04 15820.652 1.429045 -0.36747767
66821.85 15820.291 1.4261675 -0.36679327
66822.67 15819.930 1.4211363 -0.36549278
66823.49 15819.568 1.4180703 -0.36946054
66824.31 15819.207 1.4197653 -0.36519262
66825.12 15818.846 1.415338 -0.36707846
66825.94 15818.485 1.4092126 -0.36308094
66826.76 15818.124 1.4137116 -0.35903801
66827.58 15817.762 1.407798 -0.36067829
66828.40 15817.401 1.4061843 -0.35957018
66829.21 15817.040 1.4049878 -0.35560936
66830.03 15816.679 1.4055704 -0.36273639
66830.85 15816.318 1.3986123 -0.3531859
66831.66 15815.957 1.4029501 -0.35692267
66832.47 15815.595 1.3974757 -0.35750605
66833.29 15815.234 1.4018736 -0.35034606
66834.11 15814.873 1.3947792 -0.35284449
66834.92 15814.512 1.3984097 -0.35372301
66835.74 15814.151 1.3995749 -0.35680458
66836.55 15813.789 1.3939766 -0.35232136
66837.37 15813.428 1.3939422 -0.34870968
66838.18 15813.067 1.4031195 -0.35073256
66839.00 15812.706 1.3958406 -0.34535688
66839.82 15812.345 1.3990476 -0.34776255
66840.63 15811.983 1.3989721 -0.34358871
66841.45 15811.622 1.3968125 -0.35003197
66842.27 15811.261 1.3952272 -0.34161386
66843.08 15810.900 1.3922991 -0.34261149
66843.90 15810.539 1.3914678 -0.34225545
66844.71 15810.177 1.3968797 -0.34295138
66845.53 15809.816 1.392697 -0.34187124
66846.34 15809.455 1.3971351 -0.33827226
66847.16 15809.094 1.3871531 -0.34046576
66847.97 15808.733 1.3881184 -0.34255629
66848.79 15808.371 1.3914874 -0.33739582
66849.60 15808.010 1.3900392 -0.34093671
66850.42 15807.649 1.390484 -0.34202114
66851.24 15807.288 1.3902479 -0.34351606
66852.06 15806.927 1.387271 -0.3372794
66852.87 15806.566 1.392469 -0.33908657
66853.68 15806.204 1.3858828 -0.34338333
66854.50 15805.843 1.3887562 -0.33956388
66855.32 15805.482 1.3876262 -0.33838063
66856.14 15805.121 1.387001 -0.33861858
66856.95 15804.760 1.3895529 -0.33686706
66857.77 15804.398 1.3889983 -0.3389151
66858.59 15804.037 1.3872858 -0.33925164
66859.40 15803.676 1.3866313 -0.33636283
