20220818T000401 32030.962 32031.898 0.015600000000025224 4.7 0.038097 70dB 80 100ms 1660770388.01 388.01 32031.430 0.22992 0.499303 -1
20220818T000850 32031.890 32030.970 -0.015333333333304229 4.8 0.038150 70dB 80 100ms 1660770679.90 679.90 32031.430 0.23335 0.499606 -1
20220818T001344 32030.963 32031.897 0.0155666666666851 4.7 0.038180 70dB 80 100ms 1660770971.95 971.95 32031.431 0.23451 0.498015 -1
20220818T001833 32031.900 32030.962 -0.01563333333336535 4.7 0.038332 70dB 80 100ms 1660771260.21 1260.21 32031.431 0.23014 0.50223 -1
20220818T002322 32030.971 32031.892 0.015349999999974292 4.8 0.038162 70dB 80 100ms 1660771552.45 1552.45 32031.433 0.2329 0.502001 -1
20220818T002817 32031.898 32030.967 -0.015516666666674913 4.7 0.038010 70dB 80 100ms 1660771844.17 1844.17 32031.431 0.23115 0.498519 -1
20220818T003305 32030.969 32031.894 0.01541666666665454 4.8 0.038123 70dB 80 100ms 1660772134.92 2134.92 32031.429 0.2316 0.500282 -1
20220818T003800 32031.892 32030.966 -0.015433333333324603 4.7 0.038102 70dB 80 100ms 1660772427.98 2427.98 32031.427 0.23296 0.499971 -1
20220818T004249 32030.961 32031.893 0.015533333333344975 4.7 0.038104 70dB 80 100ms 1660772716.35 2716.35 32031.428 0.23329 0.498683 -1
20220818T004738 32031.894 32030.961 -0.015550000000015036 4.7 0.038205 70dB 80 100ms 1660773004.52 3004.52 32031.428 0.23541 0.500609 -1
20220818T005226 32030.958 32031.899 0.015683333333375533 4.7 0.038159 70dB 80 100ms 1660773293.69 3293.69 32031.429 0.23095 0.504688 -1
20220818T005715 32031.891 32030.967 -0.015399999999984478 4.8 0.037805 70dB 80 100ms 1660773586.08 3586.08 32031.426 0.2304 0.49527 -1
20220818T010210 32030.966 32031.887 0.015349999999974292 4.8 0.038166 70dB 80 100ms 1660773880.46 3880.46 32031.428 0.23441 0.498274 -1
20220818T010705 32031.897 32030.959 -0.01563333333336535 4.7 0.038298 70dB 80 100ms 1660774171.92 4171.92 32031.427 0.23316 0.502448 -1
20220818T011153 32030.961 32031.894 0.015550000000015036 4.7 0.038111 70dB 80 100ms 1660774460.04 4460.04 32031.426 0.23198 0.501359 -1
20220818T011642 32031.890 32030.962 -0.015466666666664726 4.7 0.038008 70dB 80 100ms 1660774749.33 4749.33 32031.426 0.23158 0.499583 -1
20220818T012131 32030.962 32031.889 0.015449999999994664 4.8 0.038040 70dB 80 100ms 1660775040.24 5040.24 32031.423 0.23063 0.498248 -1
20220818T012626 32031.884 32030.962 -0.015366666666644354 4.8 0.038174 70dB 80 100ms 1660775335.74 5335.74 32031.423 0.23362 0.50316 -1
20220818T013120 32030.956 32031.890 0.0155666666666851 4.7 0.037934 70dB 80 100ms 1660775628.27 5628.27 32031.426 0.22903 0.499258 -1
20220818T013609 32031.884 32030.968 -0.015266666666623982 4.8 0.037990 70dB 80 100ms 1660775919.90 5919.90 32031.424 0.23259 0.49915 -1
20220818T014104 32030.959 32031.889 0.01550000000000485 4.7 0.038055 70dB 80 100ms 1660776211.66 6211.66 32031.426 0.23025 0.504197 -1
20220818T014552 32031.887 32030.966 -0.015349999999974292 4.8 0.037738 70dB 80 100ms 1660776502.71 6502.71 32031.427 0.23262 0.495098 -1
20220818T015047 32030.961 32031.892 0.015516666666674913 4.7 0.038112 70dB 80 100ms 1660776794.63 6794.63 32031.427 0.23601 0.498526 -1
20220818T015536 32031.899 32030.955 -0.01573333333332509 4.7 0.038225 70dB 80 100ms 1660777083.00 7083.00 32031.427 0.23187 0.499828 -1
20220818T020025 32030.964 32031.891 0.015449999999994664 4.7 0.038238 70dB 80 100ms 1660777372.04 7372.04 32031.428 0.23252 0.499956 -1
20220818T020513 32031.893 32030.963 -0.01550000000000485 4.7 0.038241 70dB 80 100ms 1660777660.72 7660.72 32031.427 0.23223 0.500184 -1
20220818T021002 32030.963 32031.892 0.015483333333334789 4.7 0.038227 70dB 80 100ms 1660777949.54 7949.54 32031.428 0.23096 0.502589 -1
20220818T021451 32031.890 32030.966 -0.015399999999984478 4.8 0.038030 70dB 80 100ms 1660778240.84 8240.84 32031.429 0.23064 0.49979 -1
20220818T021946 32030.967 32031.890 0.015383333333314415 4.8 0.038046 70dB 80 100ms 1660778536.04 8536.04 32031.429 0.23187 0.498969 -1
20220818T022440 32031.893 32030.965 -0.015466666666664726 4.7 0.038125 70dB 80 100ms 1660778827.13 8827.13 32031.430 0.23482 0.4974 -1
20220818T022929 32030.961 32031.900 0.01565000000003541 4.7 0.038324 70dB 80 100ms 1660779116.32 9116.32 32031.431 0.23153 0.503356 -1
20220818T023418 32031.894 32030.968 -0.015433333333324603 4.8 0.038068 70dB 80 100ms 1660779408.03 9408.03 32031.431 0.23137 0.497993 -1
20220818T023913 32030.968 32031.894 0.015433333333324603 4.8 0.038221 70dB 80 100ms 1660779702.65 9702.65 32031.430 0.23179 0.503985 -1
20220818T024407 32031.894 32030.967 -0.015449999999994664 4.7 0.037919 70dB 80 100ms 1660779994.59 9994.59 32031.430 0.231 0.499891 -1
