# Sweep from 15801.856Hz to 15848.519Hz step 0.3888583333333372Hz delay 0.8s
# Excitation 0.000920Vpp attenuator 0 dB
# time(s), freq(Hz), absorption(nA), dispersion(nA)
63105.08 15801.856 1.0269306 -0.32332954
63105.90 15802.245 1.0270071 -0.32402932
63106.71 15802.634 1.0298196 -0.32268568
63107.53 15803.023 1.0233242 -0.32091901
63108.34 15803.411 1.0244861 -0.31878466
63109.16 15803.800 1.0271227 -0.32413755
63109.97 15804.189 1.0203555 -0.32069499
63110.79 15804.578 1.0238823 -0.3283628
63111.61 15804.967 1.0254666 -0.3213384
63112.43 15805.356 1.0249132 -0.32063693
63113.24 15805.745 1.0245142 -0.32335504
63114.06 15806.133 1.0235319 -0.32105547
63114.87 15806.522 1.0249278 -0.32664715
63115.69 15806.911 1.0268712 -0.32250827
63116.50 15807.300 1.0223482 -0.32697551
63117.32 15807.689 1.0235045 -0.32603651
63118.13 15808.078 1.0214924 -0.32614628
63118.95 15808.467 1.0271649 -0.32920269
63119.76 15808.855 1.0237229 -0.3258331
63120.58 15809.244 1.0267013 -0.33004454
63121.40 15809.633 1.0164347 -0.32739891
63122.21 15810.022 1.0279059 -0.32263324
63123.03 15810.411 1.0263105 -0.33416467
63123.84 15810.800 1.0306084 -0.33760571
63124.66 15811.189 1.0230887 -0.32540106
63125.48 15811.577 1.0267207 -0.33512552
63126.29 15811.966 1.0282745 -0.33272272
63127.11 15812.355 1.0283092 -0.33256836
63127.93 15812.744 1.0344721 -0.3342312
63128.74 15813.133 1.0335973 -0.33423612
63129.55 15813.522 1.0269156 -0.32994163
63130.37 15813.911 1.0284097 -0.32918095
63131.18 15814.299 1.0269786 -0.33395196
63132.00 15814.688 1.0279582 -0.33206649
63132.81 15815.077 1.0364272 -0.33426639
63133.63 15815.466 1.0286044 -0.33564231
63134.44 15815.855 1.0331185 -0.33327356
63135.26 15816.244 1.0328835 -0.33627251
63136.08 15816.633 1.0368223 -0.33805466
63136.89 15817.021 1.0391125 -0.33594887
63137.71 15817.410 1.0325833 -0.33769177
63138.53 15817.799 1.03709 -0.33645532
63139.34 15818.188 1.0388189 -0.34294234
63140.16 15818.577 1.034154 -0.34467777
63140.98 15818.966 1.0450028 -0.34790079
63141.80 15819.355 1.043602 -0.34094148
63142.61 15819.743 1.0472971 -0.34739756
63143.43 15820.132 1.0432512 -0.35330828
63144.24 15820.521 1.0493832 -0.34995477
63145.05 15820.910 1.0555461 -0.34487448
63145.87 15821.299 1.0599282 -0.34846479
63146.69 15821.688 1.0616735 -0.34936818
63147.50 15822.077 1.0664216 -0.35014827
63148.32 15822.465 1.0709613 -0.34258184
63149.13 15822.854 1.077392 -0.34218857
63149.95 15823.243 1.0840034 -0.34104445
63150.76 15823.632 1.0843158 -0.33666916
63151.57 15824.021 1.0897048 -0.3338495
63152.39 15824.410 1.0987637 -0.32424271
63153.21 15824.799 1.0947053 -0.31689765
63154.02 15825.188 1.0972833 -0.30945267
63154.84 15825.576 1.1001613 -0.30429308
63155.66 15825.965 1.0994893 -0.29213189
63156.48 15826.354 1.0896887 -0.28429542
63157.29 15826.743 1.0881467 -0.28800432
63158.11 15827.132 1.0832308 -0.27976714
63158.92 15827.521 1.0765582 -0.27726347
63159.74 15827.910 1.0761278 -0.2741983
63160.56 15828.298 1.0665644 -0.26879104
63161.37 15828.687 1.0653218 -0.2735338
63162.19 15829.076 1.0571326 -0.27829586
63163.01 15829.465 1.0518671 -0.27133134
63163.82 15829.854 1.0551164 -0.27222916
63164.64 15830.243 1.0443855 -0.27302551
63165.46 15830.632 1.044945 -0.27238946
63166.28 15831.020 1.0438562 -0.27432171
63167.10 15831.409 1.0389513 -0.27302713
63167.91 15831.798 1.034199 -0.27752088
63168.73 15832.187 1.038176 -0.27892713
63169.54 15832.576 1.0316181 -0.27602755
63170.36 15832.965 1.0383332 -0.27764
63171.18 15833.354 1.0290358 -0.28055709
63171.99 15833.742 1.0318513 -0.28626047
63172.81 15834.131 1.0330001 -0.27973726
63173.62 15834.520 1.0323099 -0.28462355
63174.44 15834.909 1.033554 -0.28467755
63175.26 15835.298 1.0269332 -0.28326255
63176.07 15835.687 1.0269298 -0.28896653
63176.89 15836.076 1.0302304 -0.27961954
63177.70 15836.464 1.0301816 -0.28639553
63178.52 15836.853 1.0314199 -0.28561658
63179.33 15837.242 1.027872 -0.28364536
63180.15 15837.631 1.0297715 -0.29127094
63180.97 15838.020 1.0282179 -0.29226979
63181.79 15838.409 1.028323 -0.2899929
63182.61 15838.798 1.0268758 -0.28773221
63183.42 15839.186 1.0224234 -0.29427363
63184.24 15839.575 1.0300067 -0.29493984
63185.06 15839.964 1.0192376 -0.28910449
63185.87 15840.353 1.0240872 -0.29017306
63186.69 15840.742 1.0255068 -0.29015595
63187.51 15841.131 1.0182301 -0.29615285
63188.32 15841.520 1.0248848 -0.29547633
63189.14 15841.908 1.0257744 -0.2947574
63189.95 15842.297 1.0259785 -0.29479682
63190.77 15842.686 1.0271074 -0.29526552
63191.58 15843.075 1.0195836 -0.29203528
63192.40 15843.464 1.0196978 -0.28889289
63193.21 15843.853 1.0251272 -0.2882669
63194.03 15844.242 1.0210219 -0.29438976
